"project","github_repo","debian_sources","homebrew_formulas","in_debian","in_homebrew","is_cpp","is_oss_fuzz","debian_dl_avg","homebrew_dl_avg","debian_dl_p","homebrew_dl_p","debian_share","homebrew_share","categories","licenses","2021","2022","2023","2024","2025"
"debian:xserver-xorg-input-vmmouse","","xserver-xorg-input-vmmouse","","True","False","True","False","3665","0","98.39","","0.0032","","","","6726","4237","3508","2122","1733"
"debian:libsoundtouch0","","libsoundtouch0","","True","False","True","False","3653","0","98.39","","0.0032","","","","6476","4274","3554","2179","1786"
"debian:libjson0","","libjson0","","True","False","True","False","3645","0","98.40","","0.0032","","","","5625","4207","3633","2573","2189"
"debian:libunbound2","","libunbound2","","True","False","True","False","3644","0","98.40","","0.0032","","","","6510","4138","3479","2307","1788"
"nmon","","nmon","","True","False","True","False","3636","0","98.40","","0.0032","","utils","","3408","3555","3653","3782","3782"
"dosbox","","dosbox","","True","False","True","False","3630","0","98.41","","0.0032","","otherosfs","","3604","3455","3540","3733","3818"
"sysprof","","sysprof","","True","False","True","False","3629","0","98.41","","0.0032","","devel","","900","686","610","3654","12297"
"debian:cpp-4.6","","cpp-4.6","","True","False","True","False","3626","0","98.41","","0.0032","","","","5495","4165","3638","2642","2191"
"telepathy-rakia","","telepathy-rakia","","True","False","True","False","3620","0","98.42","","0.0032","","net","","6124","4168","3524","2326","1960"
"pxlib","","pxlib","","True","False","True","False","3617","0","98.42","","0.0032","","libs","","4033","3651","3615","3470","3316"
"perl:sys-virt","","libsys-virt-perl","","True","False","True","False","3610","0","98.42","","0.0032","","perl","","3243","3243","3361","3994","4211"
"med-data-exchange-format","","med-fichier","","True","False","True","False","3605","0","98.43","","0.0032","","libs","","3524","3418","3640","4361","3084"
"soqt","coin3d/soqt","soqt","","True","False","True","False","3590","0","98.43","","0.0032","","libs","","3532","3418","3625","4321","3056"
"debian:gcc-4.6","","gcc-4.6","","True","False","True","False","3587","0","98.43","","0.0032","","","","5442","4119","3594","2612","2168"
"i3","","i3-wm","","True","False","True","False","3580","0","98.43","","0.0032","","x11","","3901","3344","3386","3711","3561"
"kompare","","kompare","","True","False","True","False","3558","0","98.45","","0.0031","","misc","","3754","3164","3175","3859","3841"
"nginx:http-geoip2","leev/ngx_http_geoip2_module","libnginx-mod-http-geoip2","","True","False","True","False","3554","0","98.45","","0.0031","","misc","","2064","3867","3942","3866","4031"
"tdb","","","tdb","False","True","True","False","0","3543","","99.97","","0.0018","","","0","0","0","2150","4936"
"debian:libgssapi3-heimdal","","libgssapi3-heimdal","","True","False","True","False","3541","0","98.46","","0.0031","","","","4937","3833","3602","2828","2509"
"debian:liblensfun0","","liblensfun0","","True","False","True","False","3538","0","98.46","","0.0031","","","","5651","4078","3516","2418","2028"
"i3status","","i3status","","True","False","True","False","3537","0","98.46","","0.0031","","utils","","3660","3247","3348","3763","3669"
"kpat","","kpat","","True","False","True","False","3534","0","98.47","","0.0031","","misc","","3568","3090","3163","3853","3998"
"python:pygraphviz","","python-pygraphviz","","True","False","True","False","3533","0","98.47","","0.0031","","python","","1973","2769","3207","4241","5476"
"cstream","","cstream","","True","False","True","False","3533","0","98.47","","0.0031","","utils","","2863","3049","3271","4123","4360"
"enscript","","enscript","","True","False","True","False","3530","0","98.48","","0.0031","","text","","3943","3607","3591","3322","3191"
"debian:gstreamer0.10-gconf","","gstreamer0.10-gconf","","True","False","True","False","3518","0","98.48","","0.0031","","","","6264","4096","3411","2098","1725"
"python:python-ldap","","python-ldap","","True","False","True","False","3513","0","98.49","","0.0031","","python","","5236","3805","3305","2590","2629"
"perl:gd","lstein/Perl-GD","libgd-perl","","True","False","True","False","3500","0","98.49","","0.0031","","misc","","3947","3473","3400","3309","3372"
"libkcddb","","libkcddb","","True","False","True","False","3460","0","98.50","","0.0031","","misc","","3224","2681","2667","3795","4936"
"pyside2","","pyside2","","True","False","True","False","3444","0","98.50","","0.0030","","misc","","2319","3227","3738","4644","3293"
"debian:libilmbase-dev","","libilmbase-dev","","True","False","True","False","3443","0","98.51","","0.0030","","","","5630","4638","4090","1684","1176"
"opencl-clhpp","KhronosGroup/OpenCL-CLHPP","khronos-opencl-clhpp","","True","False","True","False","3442","0","98.51","","0.0030","","misc","","3040","3020","3235","3673","4246"
"kcachegrind","","kcachegrind","","True","False","True","False","3442","0","98.51","","0.0030","","misc","","3582","3125","3098","3755","3653"
"debian:polkit-kde-1","","polkit-kde-1","","True","False","True","False","3435","0","98.52","","0.0030","","","","7453","3865","3213","1595","1051"
"rhash","","rhash","","True","False","True","False","3427","0","98.52","","0.0030","","utils","","70","66","72","3535","13396"
"p8-platform","Pulse-Eight/platform","p8-platform","","True","False","True","False","3414","0","98.52","","0.0030","","misc","","3564","3272","3326","3420","3492"
"telepathy-farstream","","telepathy-farstream","","True","False","True","False","3409","0","98.52","","0.0030","","libs","","6059","4128","3434","1906","1522"
"debian:libglibmm-2.4-1c2a","","libglibmm-2.4-1c2a","","True","False","True","False","3404","0","98.53","","0.0030","","","","6114","3938","3275","2009","1686"
"soapyrtlsdr","pothosware/SoapyRTLSDR","","soapyrtlsdr","False","True","True","False","0","3402","","99.98","","0.0017","misc","","0","6832","1214","3879","1684"
"spirv-headers","KhronosGroup/SPIRV-Headers","spirv-headers","spirv-headers","True","True","True","False","125","4096","100.00","99.96","0.0001","0.0020","misc","","76","251","767","1811","14106"
"debian:gstreamer0.10-plugins-bad","","gstreamer0.10-plugins-bad","","True","False","True","False","3393","0","98.53","","0.0030","","","","6160","4043","3295","1916","1552"
"i3lock","","i3lock","","True","False","True","False","3379","0","98.53","","0.0030","","x11","","3604","3164","3180","3437","3511"
"debian:cpp-4.4","","cpp-4.4","","True","False","True","False","3375","0","98.54","","0.0030","","","","5052","3835","3433","2489","2070"
"debian:php5-ldap","","php5-ldap","","True","False","True","False","3370","0","98.54","","0.0030","","","","5082","3881","3464","2451","1974"
"bwm-ng","","bwm-ng","","True","False","True","False","3368","0","98.55","","0.0030","","net","","3677","3515","3403","3279","2966"
"kicad","","kicad","","True","False","True","False","3346","0","98.55","","0.0030","","electronics","","3121","2863","2844","3700","4204"
"xfce4-mount-plugin","","xfce4-mount-plugin","","True","False","True","False","3334","0","98.55","","0.0029","","xfce","","5814","3753","3146","2135","1826"
"kronosnet","","kronosnet","","True","False","True","False","3334","0","98.55","","0.0029","","misc","","2370","2889","3232","4331","3852"
"xmlrpc-c","","xmlrpc-c","","True","False","True","False","3333","0","98.56","","0.0029","","libs","","4112","3725","3631","2971","2226"
"enet","","enet","","True","False","True","False","3332","0","98.56","","0.0029","","libs","","3951","3055","2972","3276","3410"
"lighttpd","","lighttpd","","True","False","True","False","3324","0","98.56","","0.0029","","httpd","","3058","3272","3424","3746","3124"
"debian:gcc-4.7","","gcc-4.7","","True","False","True","False","3316","0","98.57","","0.0029","","","","5256","3814","3273","2334","1904"
"debian:libts-0.0-0","","libts-0.0-0","","True","False","True","False","3312","0","98.57","","0.0029","","","","5263","3805","3254","2310","1928"
"kcolorchooser","","kcolorchooser","","True","False","True","False","3304","0","98.57","","0.0029","","graphics","","3468","2916","2904","3601","3635"
"debian:gstreamer0.10-plugins-good","","gstreamer0.10-plugins-good","","True","False","True","False","3295","0","98.57","","0.0029","","","","5944","3829","3178","1932","1593"
"kleopatra","","kleopatra","","True","False","True","False","3292","0","98.58","","0.0029","","misc","","3310","2878","2903","3650","3722"
"okteta","","okteta","","True","False","True","False","3291","0","98.58","","0.0029","","misc","","2919","2747","2962","4034","3793"
"kruler","","kruler","","True","False","True","False","3288","0","98.58","","0.0029","","graphics","","3478","2918","2895","3574","3578"
"dunst","","dunst","","True","False","True","False","3283","0","98.59","","0.0029","","x11","","3389","2979","3072","3426","3552"
"libmicrodns","videolabs/libmicrodns","libmicrodns","","True","False","True","False","3279","0","98.59","","0.0029","","misc","","2868","3310","3429","3434","3358"
"kcharselect","","kcharselect","","True","False","True","False","3275","0","98.59","","0.0029","","utils","","3414","2855","2868","3568","3674"
"nx-libs","ArcticaProject/nx-libs","nx-libs","","True","False","True","False","3269","0","98.60","","0.0029","","misc","","4039","3632","3560","3063","2052"
"debian:php5-cgi","","php5-cgi","","True","False","True","False","3265","0","98.60","","0.0029","","","","4948","3752","3326","2373","1927"
"gsmartcontrol","","gsmartcontrol","","True","False","True","False","3263","0","98.60","","0.0029","","utils","","3387","3144","3206","3212","3366"
"debian:libt1-5","","libt1-5","","True","False","True","False","3257","0","98.61","","0.0029","","","","5012","3698","3242","2330","2005"
"ngspice","","ngspice","","True","False","True","False","3257","0","98.61","","0.0029","","misc","","2756","2697","2766","3770","4298"
"libqb","clusterlabs/libqb","libqb","","True","False","True","False","3248","0","98.61","","0.0029","","libs","","790","2281","2952","4782","5439"
"libpam-krb5","","libpam-krb5","","True","False","True","False","3244","0","98.62","","0.0029","","admin","","3772","3488","3519","2851","2594"
"astyle","","astyle","","True","False","True","False","3241","0","98.62","","0.0029","","devel","","1838","2448","2989","4288","4644"
"simplescreenrecorder","","simplescreenrecorder","","True","False","True","False","3237","0","98.62","","0.0029","","misc","","2270","3147","3403","3697","3671"
"beep","spkr-beep/beep","beep","","True","False","True","False","3235","0","98.63","","0.0029","","sound","","3645","3204","3156","3116","3055"
"speech-tools","","speech-tools","","True","False","True","False","3234","0","98.63","","0.0029","","sound","","4078","3425","3300","2808","2562"
"krfb","","krfb","","True","False","True","False","3225","0","98.63","","0.0028","","misc","","3293","2745","2794","3544","3751"
"debian:libgtkmm-2.4-1c2a","","libgtkmm-2.4-1c2a","","True","False","True","False","3211","0","98.64","","0.0028","","","","5765","3736","3093","1880","1585"
"perl:uri-escape-xs","","liburi-escape-xs-perl","","True","False","True","False","3210","0","98.64","","0.0028","","perl","","1988","3006","3228","3800","4028"
"kgpg","","kgpg","","True","False","True","False","3206","0","98.64","","0.0028","","utils","","3397","2843","2809","3496","3487"
"sendmail","","sendmail","","True","False","True","False","3203","0","98.64","","0.0028","","mail","","2965","3090","3141","3320","3502"
"listserialportsc","arduino/listSerialPortsC","listserialportsc","","True","False","True","False","3184","0","98.65","","0.0028","","misc","","1586","2436","2982","4283","4637"
"debian:asterisk","","asterisk","","True","False","True","False","3182","0","98.65","","0.0028","","","","4139","3637","3403","2620","2113"
"zenlib","MediaArea/ZenLib","libzen","libzen","True","True","True","False","1479","2838","99.63","99.99","0.0013","0.0014","libs","","234","161","2888","4284","8344"
"kdiagram","","kdiagram","","True","False","True","False","3181","0","98.65","","0.0028","","misc","","27","28","27","143","15680"
"orage","","orage","","True","False","True","False","3178","0","98.66","","0.0028","","misc","","6023","3535","2883","1853","1600"
"paperkey","","paperkey","","True","False","True","False","3164","0","98.66","","0.0028","","utils","","2837","2704","2760","3693","3827"
"sdl-pango","","sdlpango","","True","False","True","False","3164","0","98.66","","0.0028","","libs","","3609","3152","3359","2926","2776"
"fio","axboe/fio","fio","","True","False","True","True","3161","0","98.67","","0.0028","","utils","","2191","2948","3118","3601","3950"
