"package","github_repo","git","eco_guess","llm_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","license"
"gvfs","","https://salsa.debian.org/gnome-team/gvfs.git","git","","97940","0","136136","0.00010457","D",""
"netcdf","Unidata/netcdf-c","https://github.com/unidata/netcdf-c.git","","","5842","121654","129774","0.00010452","D","bsd-3-clause"
"debian:libfreetype6-dev","","","","","19651","0","27314","0.00010380","D",""
"libwps","","https://salsa.debian.org/libreoffice-team/document-liberation/libwps.git","git","","97567","0","135618","0.00010330","D",""
"rasqal","","https://salsa.debian.org/debian/rasqal.git","git","","89805","0","124828","0.00010309","D",""
"alsa-plugins","","https://salsa.debian.org/alsa-team/alsa-plugins.git","git","","91419","0","127072","0.00010284","D",""
"python:sphinx","","","","","0","136251","136251","0.00010267","D",""
"libpagemaker","","","","","96516","0","134157","0.00010220","D",""
"python:pycups","OpenPrinting/pycups","https://github.com/openprinting/pycups.git","","","97101","0","134970","0.00010170","D",""
"debian:libgdk-pixbuf2.0-0","","","","","96952","0","134763","0.00010155","D",""
"liblouis","liblouis/liblouis","https://github.com/liblouis/liblouis.git","","","80674","0","112136","0.00010150","D",""
"mc","","https://salsa.debian.org/debian/mc.git","git","","48754","66679","134447","0.00010131","D",""
"espeak","espeak-ng/espeak-ng","https://github.com/espeak-ng/espeak-ng.git","","","93087","0","129390","0.00010077","D",""
"ffms2","FFMS/ffms2","https://github.com/ffms/ffms2.git","","","1512","0","2101","0.00010073","D",""
"pygments","pygments/pygments","https://github.com/pygments/pygments.git","","","0","133370","133370","0.00010050","D","bsd-2-clause"
"dotconf","williamh/dotconf","https://github.com/williamh/dotconf.git","","","95876","0","133267","0.00010042","D",""
"plymouth","","https://salsa.debian.org/debian/plymouth.git","git","","95856","0","133239","0.00010040","D",""
"suitesparse","DrTimothyAldenDavis/SuiteSparse","https://github.com/drtimothyaldendavis/suitesparse.git","","","14502","104057","124214","0.00010018","D",""
"kio","","https://invent.kde.org/frameworks/kio","","","39733","0","55228","0.00009993","D",""
"brltty","","https://salsa.debian.org/a11y-team/brltty.git","git","","95405","0","132612","0.00009993","D",""
"pangomm","","https://salsa.debian.org/gnome-team/pangomm.git","git","","90339","0","125571","0.00009969","D",""
"libgee","","https://gitlab.gnome.org/gnome/libgee.git","git","","70374","0","97819","0.00009888","D",""
"bison","","","","","19445","104173","131201","0.00009886","D","gpl-3.0-or-later"
"opencv","opencv/opencv","https://github.com/opencv/opencv.git","","","9292","116403","129318","0.00009867","D","apache-2.0"
"libnumbertext","","https://salsa.debian.org/libreoffice-team/libnumbertext.git","git","","92884","0","129108","0.00009840","D",""
"libadwaita-1","","https://salsa.debian.org/gnome-team/libadwaita.git","git","","43697","0","60738","0.00009821","D",""
"libstaroffice","fosnola/libstaroffice","https://github.com/fosnola/libstaroffice.git","","","92234","0","128205","0.00009772","D",""
"bsdmainutils","","https://salsa.debian.org/meskes/bsdmainutils.git","git","","93191","0","129535","0.00009761","D",""
"accountsservice","","https://salsa.debian.org/freedesktop-team/accountsservice.git","git","","87490","0","121611","0.00009759","D",""
"libcdio-paranoia","","https://salsa.debian.org/debian/libcdio-paranoia.git","git","","79470","0","110463","0.00009758","D",""
"libepubgen","","","","","92047","0","127945","0.00009752","D",""
"kwindowsystem","","https://invent.kde.org/frameworks/kwindowsystem","","","42656","0","59291","0.00009710","D",""
"gsl","","https://salsa.debian.org/edd/gsl.git","git","","66714","21253","113985","0.00009702","D","gpl-3.0-or-later"
"kconfigwidgets","","https://invent.kde.org/frameworks/kconfigwidgets","","","40826","0","56748","0.00009700","D",""
"libftdi","","","","","61650","12942","98635","0.00009694","D","lgpl-2.1-only"
"libayatana-indicator","AyatanaIndicators/libayatana-indicator","https://github.com/ayatanaindicators/libayatana-indicator.git","","","85944","0","119462","0.00009680","D",""
"libzmf","","","","","91109","0","126641","0.00009654","D",""
"libqxp","","","","","91099","0","126627","0.00009653","D",""
"the-silver-searcher","ggreer/the_silver_searcher","https://github.com/ggreer/the_silver_searcher.git","","","0","128060","128060","0.00009650","D",""
"atkmm","","","","","90333","0","125562","0.00009636","D",""
"redland","","https://salsa.debian.org/debian/redland.git","git","","90075","0","125204","0.00009546","D",""
"libgtop","","https://gitlab.gnome.org/gnome/libgtop.git","git","","85904","0","119406","0.00009455","D",""
"libimobiledevice","libimobiledevice/libimobiledevice","https://github.com/libimobiledevice/libimobiledevice.git","","","14182","47463","67175","0.00009445","D","lgpl-2.1-or-later"
"hdparm","","https://salsa.debian.org/debian/hdparm.git","git","","89922","0","124991","0.00009419","D",""
"mjpegtools","","https://salsa.debian.org/multimedia-team/mjpegtools.git","git","","88666","0","123245","0.00009410","D",""
"rdma-core","linux-rdma/rdma-core","https://github.com/linux-rdma/rdma-core.git","","","53217","0","73971","0.00009379","D",""
"libhandy","","https://gitlab.gnome.org/gnome/libhandy.git","","","67737","6897","101051","0.00009363","D","lgpl-2.1-or-later"
"metis","","https://salsa.debian.org/science-team/metis.git","git","","63921","30901","119751","0.00009355","D","apache-2.0"
"debian:imagemagick-6-common","","","","","88869","0","123527","0.00009308","D",""
"python:pycairo","pygobject/pycairo","https://github.com/pygobject/pycairo.git","","","0","99421","99421","0.00009301","D",""
"libcue","lipnitsk/libcue","https://github.com/lipnitsk/libcue.git","","","59885","0","83240","0.00009293","D",""
"cogl","","https://salsa.debian.org/gnome-team/cogl.git","git","","69649","0","96812","0.00009252","D",""
"libical","libical/libical","https://github.com/libical/libical.git","","","69974","0","97263","0.00009234","D",""
"powermgmt-base","","https://salsa.debian.org/debian/powermgmt-base.git","git","","87867","0","122135","0.00009203","D",""
"distro-info-unclassified","","","","","87697","0","121898","0.00009185","D",""
"geos","","https://git.osgeo.org/gitea/geos/geos.git","","","5627","76246","84067","0.00009163","D","lgpl-2.1-or-later"
"kxmlgui","","https://invent.kde.org/frameworks/kxmlgui","","","39789","0","55306","0.00009143","D",""
"lirc","","https://salsa.debian.org/debian/lirc.git","git","","79245","0","110150","0.00009106","D",""
"eigen","","https://gitlab.com/libeigen/eigen.git","","","3568","98603","103562","0.00009080","D","mpl-2.0 and apache-2.0 and bsd-3-clause and minpack"
"clutter","","","","","70540","0","98050","0.00009069","D",""
"libinstpatch","swami/libinstpatch","https://github.com/swami/libinstpatch.git","","","82895","0","115224","0.00009061","D",""
"llhttp","nodejs/llhttp","https://github.com/nodejs/llhttp.git","","","0","20","20","0.00009003","D","mit"
"tfenv","tfutils/tfenv","https://github.com/tfutils/tfenv.git","","","0","119366","119366","0.00008995","D","mit"
"libpeas","","https://salsa.debian.org/gnome-team/libpeas.git","git","","74042","5207","108125","0.00008984","D",""
"zenity","","https://salsa.debian.org/gnome-team/zenity.git","git","","84367","0","117270","0.00008977","D",""
"libgdata","","https://salsa.debian.org/gnome-team/libgdata.git","git","","82618","0","114839","0.00008932","D",""
"totem-pl-parser","","https://salsa.debian.org/gnome-team/totem-pl-parser.git","git","","68166","0","94750","0.00008909","D",""
"libnma","","https://salsa.debian.org/utopia-team/libnma.git","git","","83939","0","116675","0.00008895","D",""
"libmad","","https://codeberg.org/tenacityteam/libmad.git","","","72452","11598","112306","0.00008875","D",""
"yelp","","https://salsa.debian.org/gnome-team/yelp.git","git","","84315","0","117197","0.00008831","D",""
"libpwquality","libpwquality/libpwquality","https://github.com/libpwquality/libpwquality.git","","","79860","0","111005","0.00008824","D",""
"liboauth","","https://salsa.debian.org/debian/liboauth.git","git","","68092","0","94647","0.00008814","D",""
"debian:libflac8","","","","","84051","0","116830","0.00008804","D",""
"debian:libgs9-common","","","","","83760","0","116426","0.00008773","D",""
"libayatana-appindicator","AyatanaIndicators/libayatana-appindicator","https://github.com/ayatanaindicators/libayatana-appindicator.git","","","83650","0","116273","0.00008762","D",""
"libgxps","","https://salsa.debian.org/gnome-team/libgxps.git","git","","80295","0","111610","0.00008728","D",""
"libdecor-0","","https://gitlab.freedesktop.org/libdecor/libdecor.git","","","53666","0","74595","0.00008713","D",""
"cfitsio","","https://salsa.debian.org/debian-astro-team/cfitsio.git","git","","17003","86102","109736","0.00008710","D","cfitsio"
"graphicsmagick","","","","","15373","93974","115342","0.00008691","D","mit"
"libltc","x42/libltc","https://github.com/x42/libltc.git","","","81614","0","113443","0.00008671","D",""
"kcodecs","","https://invent.kde.org/frameworks/kcodecs","","","40830","0","56753","0.00008645","D",""
"insserv","slicer69/insserv","https://github.com/slicer69/insserv.git","","","38158","0","53039","0.00008645","D",""
"terminal-notifier","julienXX/terminal-notifier","https://github.com/julienxx/terminal-notifier.git","","","0","55071","55071","0.00008641","D","mit"
"debian:libiptc0","","","","","82193","0","114248","0.00008609","D",""
"xterm","","https://salsa.debian.org/xorg-team/app/xterm.git","git","","82139","0","114173","0.00008603","D",""
"debian:libgs9","","","","","81930","0","113882","0.00008581","D",""
"gtksourceview","","https://gitlab.gnome.org/gnome/gtksourceview.git","","","64403","15922","105442","0.00008554","D",""
"aws-c-cal","awslabs/aws-c-cal","https://github.com/awslabs/aws-c-cal.git","","","0","32847","32847","0.00008523","D","apache-2.0"
"python:pygobject","","","","","0","97625","97625","0.00008504","D",""
"openni2","","https://salsa.debian.org/multimedia-team/openni2.git","git","","79861","0","111006","0.00008487","D",""
"synaptic","mvo5/synaptic","https://github.com/mvo5/synaptic.git","","","81022","0","112620","0.00008486","D",""
"smartmontools","","https://salsa.debian.org/debian/smartmontools.git","git","","56469","34039","112530","0.00008480","D","gpl-2.0-or-later"
"zix","","https://gitlab.com/drobilla/zix.git","","","37663","0","52351","0.00008466","D",""
"vulkan-headers","KhronosGroup/Vulkan-Headers","https://github.com/khronosgroup/vulkan-headers.git","","","0","37458","37458","0.00008456","D","apache-2.0"
"debian:libmagickcore-6.q16-6","","","","","80473","0","111857","0.00008429","D",""
"debian:libmagickwand-6.q16-6","","","","","80161","0","111423","0.00008396","D",""
"watch","","https://gitlab.com/procps-ng/procps.git","","","0","110227","110227","0.00008306","D","gpl-2.0-or-later and lgpl-2.1-or-later"
"xfconf","","https://salsa.debian.org/xfce-team/desktop/xfconf.git","git","","36612","0","50890","0.00008305","D",""
"kguiaddons","","https://invent.kde.org/frameworks/kguiaddons","","","41996","0","58374","0.00008293","D",""
"debian:libprocps8","","","","","78874","0","109634","0.00008261","D",""
"debian:perl-modules-5.36","","","","","78755","0","109469","0.00008249","D",""
"debian:libperl5.36","","","","","78716","0","109415","0.00008245","D",""
"jxrlib-4creators","4creators/jxrlib","https://github.com/4creators/jxrlib.git","","","78684","0","109370","0.00008241","D",""
"libburn","","https://salsa.debian.org/optical-media-team/libburn.git","git","","73702","0","102445","0.00008232","D",""
"debian:python-minimal","","","","","78531","0","109158","0.00008225","D",""
"groonga","groonga/groonga","https://github.com/groonga/groonga.git","","","14","90009","90028","0.00008224","D","lgpl-2.1-or-later"
"tk","","","","","69434","0","96513","0.00008215","D",""
"debian:python","","","","","78411","0","108991","0.00008213","D",""
"libisofs","","https://salsa.debian.org/optical-media-team/libisofs/tree/master.git","git","","73463","0","102113","0.00008207","D",""
"perl:glib-object-introspection","","","","","78120","0","108586","0.00008182","D",""
"perl:cairo-gobject","","","","","78084","0","108536","0.00008179","D",""
"xerces-c","","https://salsa.debian.org/bblough/xerces-c.git","git","","34086","54586","101965","0.00008176","D","apache-2.0"
"xfce4-panel","","https://salsa.debian.org/xfce-team/desktop/xfce4-panel.git","git","","30222","0","42008","0.00008162","D",""
"gssdp","","https://salsa.debian.org/gnome-team/gssdp.git","git","","61171","0","85027","0.00008150","D",""
"libvterm-leonerd","","","","","6067","99457","107890","0.00008130","D",""
"libxnvctrl","","https://salsa.debian.org/nvidia-team/nvidia-settings.git","git","","51452","0","71518","0.00008127","D",""
"debian:librest-0.7-0","","","","","77201","0","107309","0.00008086","D",""
"doxygen","","https://salsa.debian.org/debian/doxygen.git","git","","6750","97634","107016","0.00008064","D","gpl-2.0-only"
"apache-arrow","","","","","0","104424","104424","0.00008027","D","apache-2.0"
"network-manager-applet","","https://salsa.debian.org/utopia-team/network-manager-applet.git","git","","76622","0","106504","0.00008025","D",""
"libmanette","","https://salsa.debian.org/gnome-team/libmanette.git","git","","75281","0","104640","0.00007976","D",""
"xcodegen","yonaskolb/XcodeGen","https://github.com/yonaskolb/xcodegen.git","","","0","105646","105646","0.00007961","D","mit"
"dtc","","https://git.kernel.org/cgit/utils/dtc/dtc.git","","","25821","57133","93024","0.00007938","D","gpl-2.0-or-later or bsd-2-clause"
"babl","","https://salsa.debian.org/gnome-team/babl.git","git","","72562","0","100861","0.00007927","D",""
"gnuplot","","https://salsa.debian.org/science-team/gnuplot.git","git","","14871","73549","94219","0.00007920","D","gnuplot"
"docbook-xsl","docbook/xslt10-stylesheets","https://github.com/docbook/xslt10-stylesheets.git","","","0","80145","80145","0.00007918","D","mit"
"clutter-gtk","","https://salsa.debian.org/gnome-team/clutter-gtk.git","git","","68703","0","95497","0.00007872","D",""
"lynx","","https://salsa.debian.org/lynx-team/lynx.git","git","","63152","13002","100783","0.00007812","D","gpl-2.0-only"
"jigit","","","","","60991","0","84777","0.00007785","D",""
"adwaita-icon-theme","","https://salsa.debian.org/gnome-team/adwaita-icon-theme.git","git","","0","69056","69056","0.00007782","D","lgpl-3.0-or-later or cc-by-sa-3.0"
"xkbset","","https://salsa.debian.org/debian/xkbset.git","git","","74271","0","103236","0.00007779","D",""
