project,valid,project_id,repo_id,host,owner_type,namespace_kind,namespace_path,name,path_with_namespace,description,homepage,default_branch,license,language,topics,stars,forks,open_issues,archived,visibility,created_at,last_activity_at,fetched_at
salsa.debian.org/debian/libwacom,True,18802,gl/debian-18802,salsa.debian.org,Organization,group,debian,libwacom,debian/libwacom,libwacom packaging,https://salsa.debian.org/debian/libwacom,master,other,C,,0,1,,,public,2018-03-14T07:37:22.494Z,2026-02-13T08:09:59.146Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/libyuv,True,63595,gl/debian-63595,salsa.debian.org,Organization,group,debian,libyuv,debian/libyuv,libyuv packaging,https://salsa.debian.org/debian/libyuv,master,bsd-3-clause,C++,,0,1,,,public,2021-09-14T19:40:46.513Z,2026-07-02T19:55:22.092Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/lirc,True,91371,gl/debian-91371,salsa.debian.org,Organization,group,debian,lirc,debian/lirc,,https://salsa.debian.org/debian/lirc,main,gpl-2.0+,C,,0,0,,,public,2024-05-22T10:28:59.428Z,2024-11-27T02:56:48.036Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/lmdb,True,28832,gl/debian-28832,salsa.debian.org,Organization,group,debian,lmdb,debian/lmdb,,https://salsa.debian.org/debian/lmdb,master,,C,,0,2,,,public,2018-07-16T18:10:30.888Z,2026-06-23T05:11:19.293Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/lyx,True,8648,gl/debian-8648,salsa.debian.org,Organization,group,debian,lyx,debian/lyx,Debian packaging of LyX,https://salsa.debian.org/debian/lyx,debian/latest,gpl-2.0+,C++,,0,2,,,public,2018-01-30T21:01:11.008Z,2026-04-28T21:28:54.508Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/lzop,True,42734,gl/debian-42734,salsa.debian.org,Organization,group,debian,lzop,debian/lzop,Packaging for lzop,https://salsa.debian.org/debian/lzop,master,gpl-2.0+,Shell,,0,0,,,public,2020-01-21T07:54:02.275Z,2020-11-17T21:41:26.931Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/mc,True,18032,gl/debian-18032,salsa.debian.org,Organization,group,debian,mc,debian/mc,Midnight Commander - a powerful file manager,https://salsa.debian.org/debian/mc,master,,,,6,3,,,public,2018-02-28T13:26:48.437Z,2026-01-26T22:23:24.089Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/mhash,True,19334,gl/debian-19334,salsa.debian.org,Organization,group,debian,mhash,debian/mhash,Repository imported from https://anonscm.debian.org/git/collab-maint/mhash.git/,https://salsa.debian.org/debian/mhash,master,lgpl-2.0,C,,1,2,,,public,2018-03-27T12:08:26.966Z,2026-01-01T21:48:25.389Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/motif,True,12955,gl/debian-12955,salsa.debian.org,Organization,group,debian,motif,debian/motif,Motif is the industry standard GUI component toolkit for *NIX,https://salsa.debian.org/debian/motif,master,lgpl-2.1,C,,1,1,,,public,2018-02-17T15:26:54.069Z,2025-08-23T16:05:03.738Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/mtdev,True,38184,gl/debian-38184,salsa.debian.org,Organization,group,debian,mtdev,debian/mtdev,mtdev packaging,https://salsa.debian.org/debian/mtdev,master,mit,Shell,,0,1,,,public,2019-09-12T18:53:20.030Z,2026-04-06T16:30:58.438Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/nas,True,8477,gl/debian-8477,salsa.debian.org,Organization,group,debian,nas,debian/nas,Network Audio System packaging,https://salsa.debian.org/debian/nas,master,,C,,0,4,,,public,2018-01-29T17:31:50.853Z,2026-02-16T10:41:35.238Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/nasm,True,26613,gl/debian-26613,salsa.debian.org,Organization,group,debian,nasm,debian/nasm,,https://salsa.debian.org/debian/nasm,debian-unstable,bsd-2-clause,Assembly,,0,1,,,public,2018-05-21T17:39:49.845Z,2025-10-17T08:35:13.602Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/netcat-openbsd,True,20760,gl/debian-20760,salsa.debian.org,Organization,group,debian,netcat-openbsd,debian/netcat-openbsd,,https://salsa.debian.org/debian/netcat-openbsd,debian/latest,,C,,1,6,,,public,2018-04-05T00:49:42.182Z,2026-05-19T14:09:41.399Z,2026-07-06T17:11:49Z
salsa.debian.org/debian/norm,True,44000,gl/debian-44000,salsa.debian.org,Organization,group,debian,norm,debian/norm,,https://salsa.debian.org/debian/norm,debian/sid,other,C++,,0,0,,,public,2020-03-02T13:04:12.059Z,2025-10-13T14:38:00.838Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/oath-toolkit,True,44441,gl/debian-44441,salsa.debian.org,Organization,group,debian,oath-toolkit,debian/oath-toolkit,"Debian packaging of OATH Toolkit - https://tracker.debian.org/pkg/oath-toolkit - 
https://www.nongnu.org/oath-toolkit/",https://salsa.debian.org/debian/oath-toolkit,debian/latest,gpl-3.0+,C,,0,1,,,public,2020-03-14T00:11:49.257Z,2026-01-27T14:43:07.210Z,2026-07-06T00:20:30Z
salsa.debian.org/debian/openconnect,True,15082,gl/debian-15082,salsa.debian.org,Organization,group,debian,openconnect,debian/openconnect,Debian packaging for openconnect,https://salsa.debian.org/debian/openconnect,master,lgpl-2.1,C,,3,7,,,public,2018-02-23T21:44:37.978Z,2026-03-18T08:20:24.673Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/pcsc-lite,True,19181,gl/debian-19181,salsa.debian.org,Organization,group,debian,pcsc-lite,debian/pcsc-lite,Repository imported from https://anonscm.debian.org/git/collab-maint/pcsc-lite.git/,https://salsa.debian.org/debian/pcsc-lite,master,gpl-3.0,C,C | PCSC | package | smartcard,1,3,,,public,2018-03-24T22:27:26.906Z,2026-06-10T12:47:35.969Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/plotutils,True,11271,gl/debian-11271,salsa.debian.org,Organization,group,debian,plotutils,debian/plotutils,plotutils packaging,https://salsa.debian.org/debian/plotutils,master,,,,1,1,,,public,2018-02-10T14:49:25.002Z,2025-08-14T09:48:28.271Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/plymouth,True,25817,gl/debian-25817,salsa.debian.org,Organization,group,debian,plymouth,debian/plymouth,,https://salsa.debian.org/debian/plymouth,debian,gpl-2.0+,C,,2,5,,,public,2018-05-07T08:40:38.642Z,2026-04-16T07:48:36.257Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/powermgmt-base,True,18621,gl/debian-18621,salsa.debian.org,Organization,group,debian,powermgmt-base,debian/powermgmt-base,,https://salsa.debian.org/debian/powermgmt-base,master,,Shell,,0,3,,,public,2018-03-10T18:02:24.349Z,2026-06-21T08:56:00.056Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/ppp,True,34,gl/debian-34,salsa.debian.org,Organization,group,debian,ppp,debian/ppp,Point-to-Point Protocol (PPP) - daemon,https://salsa.debian.org/debian/ppp,master,gpl-2.0+,C,,1,8,,,public,2017-12-22T09:47:13.950Z,2026-05-07T12:00:18.847Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/rasqal,True,69632,gl/debian-69632,salsa.debian.org,Organization,group,debian,rasqal,debian/rasqal,rasqal packaging,https://salsa.debian.org/debian/rasqal,master,apache-2.0,C,,1,3,,,public,2022-05-04T00:54:08.194Z,2026-06-08T19:41:42.743Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/redland,True,91898,gl/debian-91898,salsa.debian.org,Organization,group,debian,redland,debian/redland,,https://salsa.debian.org/debian/redland,debian/latest,apache-2.0,C,,1,1,,,public,2024-06-16T19:24:38.733Z,2026-06-10T15:45:05.661Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/rpcbind,True,35362,gl/debian-35362,salsa.debian.org,Organization,group,debian,rpcbind,debian/rpcbind,,https://salsa.debian.org/debian/rpcbind,master,bsd-3-clause,C,,0,2,,,public,2019-04-14T19:44:38.643Z,2026-05-02T17:03:31.401Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/rsync,True,32881,gl/debian-32881,salsa.debian.org,Organization,group,debian,rsync,debian/rsync,rsync packaging,https://salsa.debian.org/debian/rsync,debian/master,gpl-3.0+,C,,5,14,,,public,2018-12-25T21:36:49.227Z,2026-07-05T14:11:53.029Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/rsyslog,True,6035,gl/debian-6035,salsa.debian.org,Organization,group,debian,rsyslog,debian/rsyslog,rsyslog packaging,https://salsa.debian.org/debian/rsyslog,debian/latest,gpl-3.0,C,,5,11,,,public,2018-01-14T10:27:56.705Z,2026-07-02T20:39:40.597Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/screen,True,28763,gl/debian-28763,salsa.debian.org,Organization,group,debian,screen,debian/screen,,https://salsa.debian.org/debian/screen,master,gpl-3.0+,C,,4,7,,,public,2018-07-14T21:57:00.596Z,2026-06-19T07:23:10.321Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/sed,True,8498,gl/debian-8498,salsa.debian.org,Organization,group,debian,sed,debian/sed,Debian packaging of sed,https://salsa.debian.org/debian/sed,master,gpl-3.0+,C,,2,1,,,public,2018-01-29T23:12:14.671Z,2026-04-27T20:12:22.333Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/smartmontools,True,29444,gl/debian-29444,salsa.debian.org,Organization,group,debian,smartmontools,debian/smartmontools,control and monitor storage systems using S.M.A.R.T.,https://salsa.debian.org/debian/smartmontools,master,,,,2,3,,,public,2018-08-08T15:45:30.724Z,2025-10-20T01:15:25.705Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/source-highlight,True,51629,gl/debian-51629,salsa.debian.org,Organization,group,debian,source-highlight,debian/source-highlight,Debian packaging for source-highlight,https://salsa.debian.org/debian/source-highlight,debian/master,gpl-3.0,HTML,,0,1,,,public,2020-07-30T00:26:18.678Z,2022-10-15T07:22:44.107Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/spamassassin,True,12607,gl/debian-12607,salsa.debian.org,Organization,group,debian,spamassassin,debian/spamassassin,Debian packaging of Apache SpamAssassin,https://salsa.debian.org/debian/spamassassin,master,,,,2,6,,,public,2018-02-13T07:06:26.702Z,2026-06-29T17:58:32.781Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/strace,True,8478,gl/debian-8478,salsa.debian.org,Organization,group,debian,strace,debian/strace,Strace packaging,https://salsa.debian.org/debian/strace,master,lgpl-2.1+,C,,1,5,,,public,2018-01-29T17:50:47.446Z,2026-06-08T06:37:01.586Z,2026-07-06T00:20:31Z
salsa.debian.org/debian/swig,True,33654,gl/debian-33654,salsa.debian.org,Organization,group,debian,SWIG,debian/swig,Simple Wrapper Interface Generator Packages,https://salsa.debian.org/debian/swig,debian/master,gpl-3.0,C++,,0,5,,,public,2019-01-27T16:37:42.128Z,2026-04-17T13:09:10.326Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/sysstat,True,26820,gl/debian-26820,salsa.debian.org,Organization,group,debian,sysstat,debian/sysstat,,https://salsa.debian.org/debian/sysstat,master,gpl-2.0+,C,,2,2,,,public,2018-05-27T09:44:26.232Z,2024-12-12T19:17:32.346Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/tar,True,22875,gl/debian-22875,salsa.debian.org,Organization,group,debian,tar,debian/tar,tar packaging,https://salsa.debian.org/debian/tar,dfsg-debian,gpl-3.0+,C,,2,6,,,public,2018-04-23T19:29:28.821Z,2026-04-24T07:48:40.043Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/tcpdump,True,1410,gl/debian-1410,salsa.debian.org,Organization,group,debian,tcpdump,debian/tcpdump,Debian packaging of tcpdump,https://salsa.debian.org/debian/tcpdump,master,other,C,,1,3,,,public,2017-12-31T14:41:35.624Z,2026-02-27T18:24:07.255Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/tnftp,True,47755,gl/debian-47755,salsa.debian.org,Organization,group,debian,tnftp,debian/tnftp,,https://salsa.debian.org/debian/tnftp,debian/latest,other,C,,1,1,,,public,2020-05-11T09:13:26.248Z,2026-03-30T08:02:33.434Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/tokyocabinet,True,20756,gl/debian-20756,salsa.debian.org,Organization,group,debian,tokyocabinet,debian/tokyocabinet,"Tokyo Cabinet is an efficient database library like GDBM and NDBM.

Tracker: https://tracker.debian.org/pkg/tokyocabinet

Bugs: https://bugs.debian.org/tokyocabinet",https://salsa.debian.org/debian/tokyocabinet,master,lgpl-2.1,C,,0,1,,,public,2018-04-04T21:35:49.340Z,2024-05-21T17:45:28.241Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/transmission,True,18791,gl/debian-18791,salsa.debian.org,Organization,group,debian,transmission,debian/transmission,transmission packaging,https://salsa.debian.org/debian/transmission,debian/sid,other,C++,,2,9,,,public,2018-03-14T00:36:02.650Z,2026-06-30T19:00:57.759Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/usb-modeswitch,True,12963,gl/debian-12963,salsa.debian.org,Organization,group,debian,usb-modeswitch,debian/usb-modeswitch,usb-modeswitch packaging,https://salsa.debian.org/debian/usb-modeswitch,debian/main,bsd-2-clause,C,,0,1,,,public,2018-02-17T16:07:09.184Z,2025-09-23T16:19:44.870Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/usbredir,True,31074,gl/debian-31074,salsa.debian.org,Organization,group,debian,usbredir,debian/usbredir,usbredir packaging,https://salsa.debian.org/debian/usbredir,master,gpl-2.0+,C,,0,2,,,public,2018-10-12T09:55:49.397Z,2025-11-28T16:02:27.737Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/wget,True,92820,gl/debian-92820,salsa.debian.org,Organization,group,debian,wget,debian/wget,,https://salsa.debian.org/debian/wget,master,gpl-3.0+,C,,0,3,,,public,2024-07-28T06:08:32.992Z,2025-09-10T13:02:04.478Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/wimlib,True,19560,gl/debian-19560,salsa.debian.org,Organization,group,debian,wimlib,debian/wimlib,,https://salsa.debian.org/debian/wimlib,master,gpl-3.0+,C,,0,1,,,public,2018-03-31T14:32:43.010Z,2026-02-08T16:30:45.512Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/xcb-util-cursor,True,70502,gl/debian-70502,salsa.debian.org,Organization,group,debian,xcb-util-cursor,debian/xcb-util-cursor,,https://salsa.debian.org/debian/xcb-util-cursor,debian/unstable,x11-distribute-modifications-variant,Shell,,0,0,,,public,2022-05-27T19:58:55.018Z,2026-02-05T20:09:56.314Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/xkbset,True,6502,gl/debian-6502,salsa.debian.org,Organization,group,debian,xkbset,debian/xkbset,,https://salsa.debian.org/debian/xkbset,master,bsd-3-clause,Perl,,1,0,,,public,2018-01-22T00:09:55.763Z,2025-10-09T22:32:37.626Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/zerofree,True,18859,gl/debian-18859,salsa.debian.org,Organization,group,debian,zerofree,debian/zerofree,"zero free blocks from ext2, ext3 and ext4 file-systems",https://salsa.debian.org/debian/zerofree,master,gpl-2.0+,C,,0,1,,,public,2018-03-15T11:18:17.255Z,2022-12-20T20:42:00.241Z,2026-07-06T00:20:32Z
salsa.debian.org/debian/zsh,True,20758,gl/debian-20758,salsa.debian.org,Organization,group,debian,zsh,debian/zsh,Debian's zsh packaging,https://salsa.debian.org/debian/zsh,debian,mit-modern-variant,C,,5,8,,,public,2018-04-04T23:47:42.389Z,2026-06-21T09:03:15.047Z,2026-07-06T00:20:32Z
salsa.debian.org/debianonmobile-team/libmbim,True,46844,gl/debian-46844,salsa.debian.org,Organization,group,DebianOnMobile-team,libmbim,DebianOnMobile-team/libmbim,,https://salsa.debian.org/DebianOnMobile-team/libmbim,debian/latest,,C,,0,5,,,public,2020-04-25T15:48:31.883Z,2026-01-25T11:47:58.467Z,2026-07-06T00:20:32Z
salsa.debian.org/debianonmobile-team/libqmi,True,46843,gl/debian-46843,salsa.debian.org,Organization,group,DebianOnMobile-team,libqmi,DebianOnMobile-team/libqmi,,https://salsa.debian.org/DebianOnMobile-team/libqmi,debian/latest,gpl-2.0+,C,,0,5,,,public,2020-04-25T15:48:07.494Z,2026-01-09T13:16:46.831Z,2026-07-06T00:20:32Z
salsa.debian.org/debianonmobile-team/modemmanager,True,46849,gl/debian-46849,salsa.debian.org,Organization,group,DebianOnMobile-team,modemmanager,DebianOnMobile-team/modemmanager,,https://salsa.debian.org/DebianOnMobile-team/modemmanager,debian/latest,gpl-2.0+,C,,0,12,,,public,2020-04-25T17:35:52.976Z,2025-11-27T22:05:43.966Z,2026-07-06T00:20:33Z
salsa.debian.org/dns-team/ldns,True,34536,gl/debian-34536,salsa.debian.org,Organization,group,dns-team,ldns,dns-team/ldns,,https://salsa.debian.org/dns-team/ldns,master,bsd-3-clause,C,,0,2,,,public,2019-03-05T09:22:47.470Z,2026-06-10T17:15:22.305Z,2026-07-06T00:20:33Z
salsa.debian.org/dpkg-team/dpkg,True,49,gl/debian-49,salsa.debian.org,Organization,group,dpkg-team,dpkg,dpkg-team/dpkg,Debian package manager (mirror),https://salsa.debian.org/dpkg-team/dpkg,main,gpl-2.0+,C,administration | deb | packaging,25,36,,,public,2017-12-22T22:41:07.293Z,2026-07-04T22:26:08.625Z,2026-07-06T00:20:33Z
salsa.debian.org/edd/gsl,True,28086,gl/debian-28086,salsa.debian.org,User,user,edd,gsl,edd/gsl,Packaging of GSL,https://salsa.debian.org/edd/gsl,master,gpl-3.0,C,,0,0,,,public,2018-06-16T22:53:52.435Z,2026-01-22T19:14:10.480Z,2026-07-06T00:20:33Z
salsa.debian.org/eric/npth,True,6118,gl/debian-6118,salsa.debian.org,User,user,eric,npth,eric/npth,,https://salsa.debian.org/eric/npth,master,lgpl-2.1,Shell,,0,4,,,public,2018-01-16T03:27:09.757Z,2026-02-21T01:32:34.585Z,2026-07-06T00:20:33Z
salsa.debian.org/fonts-team/libeot,True,6427,gl/debian-6427,salsa.debian.org,Organization,group,fonts-team,libeot,fonts-team/libeot,,https://salsa.debian.org/fonts-team/libeot,master,mpl-2.0,Shell,,1,1,,,public,2018-01-21T20:02:07.774Z,2020-10-18T09:53:10.588Z,2026-07-06T00:20:33Z
salsa.debian.org/freedesktop-team/accountsservice,True,19481,gl/debian-19481,salsa.debian.org,Organization,group,freedesktop-team,accountsservice,freedesktop-team/accountsservice,,https://salsa.debian.org/freedesktop-team/accountsservice,master,gpl-3.0,C,,0,5,,,public,2018-03-28T17:58:03.004Z,2026-05-21T08:29:46.206Z,2026-07-06T00:20:33Z
salsa.debian.org/freedesktop-team/poppler,True,18284,gl/debian-18284,salsa.debian.org,Organization,group,freedesktop-team,poppler,freedesktop-team/poppler,,https://salsa.debian.org/freedesktop-team/poppler,master,,,,1,14,,,public,2018-03-04T10:34:50.497Z,2026-07-02T17:23:31.828Z,2026-07-06T00:20:33Z
salsa.debian.org/games-team/box2d,True,23687,gl/debian-23687,salsa.debian.org,Organization,group,games-team,box2d,games-team/box2d,box2d packaging,https://salsa.debian.org/games-team/box2d,master,mit,C++,,0,2,,,public,2018-04-27T14:58:56.306Z,2026-05-06T08:54:03.935Z,2026-07-06T00:20:33Z
salsa.debian.org/games-team/qqwing,True,94607,gl/debian-94607,salsa.debian.org,Organization,group,games-team,qqwing,games-team/qqwing,,https://salsa.debian.org/games-team/qqwing,master,gpl-2.0+,Shell,,0,0,,,public,2024-10-02T05:54:09.581Z,2024-12-29T20:32:03.116Z,2026-07-06T00:20:33Z
salsa.debian.org/games-team/wildmidi,True,33910,gl/debian-33910,salsa.debian.org,Organization,group,games-team,WildMIDI,games-team/wildmidi,,https://salsa.debian.org/games-team/wildmidi,master,other,C,,0,1,,,public,2019-02-06T13:50:20.067Z,2025-08-01T15:50:55.580Z,2026-07-06T00:20:33Z
salsa.debian.org/gdb-team/gdb,True,26156,gl/debian-26156,salsa.debian.org,Organization,group,gdb-team,gdb,gdb-team/gdb,GNU GDB Packaging team,https://salsa.debian.org/gdb-team/gdb,debian/unstable,gpl-2.0+,C,,0,13,,,public,2018-05-13T08:04:57.441Z,2026-05-10T19:43:08.754Z,2026-07-06T00:20:33Z
salsa.debian.org/glibc-team/glibc,True,11260,gl/debian-11260,salsa.debian.org,Organization,group,glibc-team,glibc,glibc-team/glibc,GNU C Library,https://salsa.debian.org/glibc-team/glibc,sid,,,,3,26,,,public,2018-02-10T12:16:57.851Z,2026-07-12T17:45:39.061Z,2026-07-12T19:28:51Z
salsa.debian.org/gnome-team/adwaita-icon-theme,True,5519,gl/debian-5519,salsa.debian.org,Organization,group,gnome-team,adwaita-icon-theme,gnome-team/adwaita-icon-theme,Debian packaging for adwaita-icon-theme,https://salsa.debian.org/gnome-team/adwaita-icon-theme,debian/latest,cc-by-sa-3.0,Python,,0,5,,,public,2018-01-09T12:09:52.200Z,2026-06-16T15:01:09.171Z,2026-07-06T00:20:33Z
salsa.debian.org/gnome-team/babl,True,5525,gl/debian-5525,salsa.debian.org,Organization,group,gnome-team/extras,babl,gnome-team/extras/babl,Debian packaging for babl,https://salsa.debian.org/gnome-team/extras/babl,debian/latest,other,C,,1,2,,,public,2018-01-09T12:11:21.047Z,2026-04-13T11:41:48.094Z,2026-07-06T00:20:33Z
salsa.debian.org/gnome-team/brasero,True,5528,gl/debian-5528,salsa.debian.org,Organization,group,gnome-team/extras,brasero,gnome-team/extras/brasero,Debian packaging for brasero,https://salsa.debian.org/gnome-team/extras/brasero,debian/latest,gpl-2.0+,C,,0,2,,,public,2018-01-09T12:11:25.301Z,2026-01-10T21:57:18.628Z,2026-07-06T00:20:33Z
salsa.debian.org/gnome-team/cairomm,True,5530,gl/debian-5530,salsa.debian.org,Organization,group,gnome-team,cairomm,gnome-team/cairomm,Debian packaging for cairomm,https://salsa.debian.org/gnome-team/cairomm,debian/latest,lgpl-2.1,C++,,0,2,,,public,2018-01-09T12:11:28.188Z,2026-06-06T19:22:58.927Z,2026-07-06T00:20:33Z
