repo,repo_id,total_commits_lifetime,total_contributors_lifetime,active_contributors,hhi_commits_lifetime,bf_commits_lifetime,concentration_fetched_at,loc_2025_eoy,sloc_2025_eoy,scc_complexity_2025_eoy,scc_density_2025_eoy,cognitive_total,cognitive_avg,cognitive_max,loc_year,churn_5y_total,hotspot_raw,hotspot_log,hotspot_percentile,openssf_score,openssf_score_source,cve_count_5y,ossfuzz_enrolled,sast_findings_total,sast_findings_error,sast_findings_security,bestpractices_badge_id,security_fetched_at,github_sponsors,funding_class,has_funding_yml,funding_yml_platforms,has_funding_json,foundation_host,funding_fetched_at,stars,forks,watchers,visibility_fetched_at,repo_age_years_2025_eoy,active_contributors,openssf_maintained,has_issues,push_cadence_years,pushed_at,issues_opened_5y,issues_closed_5y,issue_close_ratio,net_new_issues_5y,slope_opened,slope_closed,issue_trend_score,loc_per_ac,cve_per_ac,nni_per_ac,loc_per_ac_pctl,cve_per_ac_pctl,nni_per_ac_pctl,workload_burden_percentile,workload_class,workload_fetched_at
nodeca/pako,16231859,375,24,23,102,23,2026-04-27T23:48:45+00:00,43568,25095,5396,21.5,12531,10.04,614,2023,19653,106047588,16.0238,83.83,4.9,openssf_local,0,True,7,1,7,,2026-04-27T21:41:30+01:00,6,B,True,"open_collective,patreon,tidelift",False,,2026-04-28T00:16:22+00:00,6065,802,78,2026-04-27T13:18:27Z,11.9,23,0,True,3,2024-06-27T10:02:41Z,72,52,0.722,20,-6.6,-6.4,0.0139,1894.2609,0.0,0.8696,93.34,39.03,86.62,68.08,A,2026-04-27T13:18:27Z
nodejs/node,27193779,46644,4339,425,200,19,2026-04-27T23:48:52+00:00,14554204,11778252,828445,7.03,,,,2025,,,,,6.1,openssf_local,59,True,,,,passing,2026-04-27T21:41:30+01:00,46,C,False,,False,lf/openjs,2026-05-17T23:35:54+00:00,116940,35445,2951,2026-04-27T18:55:45Z,11.1,425,10,True,5,2026-04-27T18:19:37Z,7270,6514,0.896,756,-3.4,20.9,0.0167,34245.1859,0.1388,1.7788,99.27,97.37,94.79,97.13,A,2026-04-27T18:55:45Z
nodejs/readable-stream,5187096,475,56,53,1809,3,2026-04-27T23:48:48+00:00,38738,32562,2679,8.23,2901,0.72,105,2025,70428,188676612,16.6187,84.86,5,openssf_local,0,False,1,1,1,,2026-04-27T14:55:32+01:00,49,C,False,,False,lf/openjs,2026-04-28T00:16:22+00:00,1045,237,55,2026-04-27T13:18:27Z,13.4,53,0,True,5,2025-01-07T10:06:21Z,57,70,1.228,-13,-1.2,-3.4,-0.193,730.9057,0.0,-0.2453,84.27,39.03,7.22,28.75,D,2026-04-27T13:18:27Z
nodejs/string_decoder,95052330,57,9,9,3801,1,2026-04-27T23:48:50+00:00,3485,2715,421,15.51,483,1.77,30,HEAD,0,0,0.0000,7.28,3.9,openssf_local,0,False,0,0,0,,2026-04-27T15:05:32+01:00,49,C,False,,False,,2026-04-28T00:16:23+00:00,35,23,12,2026-04-27T13:18:27Z,8.5,9,0,True,0,2026-03-20T15:00:09Z,2,1,0.5,1,-0.4,-0.2,,387.2222,0.0,0.1111,75.98,39.03,46.7,51.73,B,2026-04-27T13:18:27Z
nodejs/undici,133092972,3868,363,349,1759,3,2026-04-27T23:48:58+00:00,123380,96315,6541,6.79,9354,0.81,2713,2025,718191,4697687331,22.3457,94.38,7.8,openssf_local,15,False,16,5,16,,2026-04-27T14:54:06+01:00,49,C,False,,False,,2026-04-28T00:16:23+00:00,7532,756,51,2026-04-27T13:18:28Z,7.6,349,10,True,5,2026-04-27T10:56:39Z,1239,1047,0.845,192,-3.0,-8.9,-0.0238,353.5244,0.043,0.5501,74.52,92.22,78.33,81.35,A,2026-04-27T13:18:28Z
nodelib/nodelib,129310478,405,6,6,9755,1,2026-04-27T23:48:54+00:00,4348,3214,196,6.10,222,0.5,26,2025,6113,1198148,8.6876,58.72,3.4,openssf_local,0,False,0,0,0,,2026-05-03T23:29:18+01:00,0,A,False,,False,,2026-04-28T00:16:23+00:00,79,14,2,2026-04-27T13:18:28Z,7.7,6,0,True,5,2025-01-08T17:16:35Z,16,15,0.938,1,0.6,-0.4,-0.3125,724.6667,0.0,0.1667,84.15,39.03,51.9,55.45,B,2026-04-27T13:18:28Z
npm/abbrev-js,554893,96,11,9,1410,3,2026-04-27T23:48:58+00:00,32,25,0,0.00,25,4.17,22,2025,386,0,0.0000,7.28,6.7,openssf_local,0,False,2,2,2,,2026-05-03T23:29:32+01:00,0,A,False,,False,,2026-04-28T00:16:24+00:00,167,32,8,2026-04-27T13:18:28Z,15.8,9,1,True,4,2026-03-23T15:38:30Z,1,1,1.0,0,0.1,0.2,,3.5556,0.0,0.0,2.02,39.03,27.49,12.93,D,2026-04-27T13:18:28Z
npm/cacache,193812470,772,38,30,3565,1,2026-04-27T23:49:00+00:00,4529,3939,157,3.99,244,0.6,14,2025,15853,2488921,9.2347,61.12,7,openssf_local,0,False,22,2,22,,2026-05-03T23:29:38+01:00,0,A,False,,False,,2026-04-28T00:16:24+00:00,299,35,9,2026-04-27T13:18:28Z,6.5,30,5,True,5,2026-03-26T01:13:33Z,25,27,1.08,-2,-1.0,-0.2,0.16,150.9667,0.0,-0.0667,55.6,39.03,15.06,31.97,C,2026-04-27T13:18:28Z
npm/hosted-git-info,25002984,292,37,32,1072,4,2026-04-27T23:49:04+00:00,32,25,0,0.00,122,1.27,34,2025,7819,0,0.0000,7.28,6.5,openssf_local,1,False,2,2,2,,2026-04-27T16:08:20+01:00,0,A,False,,False,,2026-04-28T00:16:26+00:00,236,91,27,2026-04-27T13:18:28Z,11.2,32,1,True,5,2026-04-13T15:34:34Z,21,23,1.095,-2,-2.5,-2.2,0.0714,1.0,0.0312,-0.0625,0.28,89.59,15.68,7.33,D,2026-04-27T13:18:28Z
npm/ini,2167680,175,28,25,1288,3,2026-04-27T23:49:07+00:00,32,25,0,0.00,55,1.96,23,2025,1291,0,0.0000,7.28,6.4,openssf_local,0,False,3,2,3,,2026-05-03T23:29:45+01:00,0,A,False,,False,,2026-04-28T00:16:26+00:00,814,210,38,2026-04-27T13:18:28Z,14.4,25,0,True,5,2026-03-20T19:35:28Z,36,56,1.556,-20,-0.5,-1.7,-0.1667,1.28,0.0,-0.8,0.56,39.03,1.74,3.36,D,2026-04-27T13:18:28Z
npm/json-parse-even-better-errors,211384370,99,8,6,1090,3,2026-04-27T23:49:09+00:00,32,25,0,0.00,60,2.14,12,2025,993,0,0.0000,7.28,6.6,openssf_local,0,False,2,2,2,,2026-05-03T23:29:52+01:00,0,A,False,,False,,2026-04-28T00:16:27+00:00,27,4,1,2026-04-27T13:18:28Z,6.3,6,1,True,4,2026-03-23T15:38:29Z,2,2,1.0,0,-0.2,0.0,,5.3333,0.0,0.0,3.19,39.03,27.49,15.07,D,2026-04-27T13:18:28Z
npm/mute-stream,5159166,92,12,9,922,4,2026-04-27T23:49:10+00:00,32,25,0,0.00,24,0.4,15,2025,731,0,0.0000,7.28,6.5,openssf_local,0,False,2,2,2,,2026-05-03T23:29:57+01:00,0,A,False,,False,,2026-04-28T00:16:27+00:00,55,15,15,2026-04-27T13:18:28Z,13.4,9,0,True,5,2026-03-20T18:58:45Z,0,3,,-3,,,,3.5556,0.0,-0.3333,2.02,39.03,4.42,7.03,D,2026-04-27T13:18:28Z
npm/node-semver,1357199,540,102,87,2472,2,2026-04-27T23:49:12+00:00,6532,5490,471,8.58,629,1.64,97,2025,3726,1754946,9.5496,61.93,6.7,openssf_local,1,False,4,2,4,,2026-04-27T14:53:55+01:00,0,A,False,,False,,2026-04-28T00:16:27+00:00,5422,573,99,2026-04-27T13:18:28Z,14.9,87,3,True,5,2026-04-16T17:02:20Z,146,144,0.986,2,-4.9,-2.8,0.0719,75.0805,0.0115,0.023,37.46,83.87,37.23,48.91,B,2026-04-27T13:18:28Z
npm/node-which,2169708,179,21,19,3465,1,2026-04-27T23:49:13+00:00,32,25,0,0.00,71,1.29,13,2025,915,0,0.0000,7.28,6.5,openssf_local,0,False,4,2,4,,2026-04-27T15:06:12+01:00,0,A,False,,False,,2026-04-28T00:16:28+00:00,352,53,24,2026-04-27T13:18:28Z,14.4,19,1,True,5,2026-03-20T19:35:28Z,7,8,1.143,-1,-0.4,-0.6,-0.1429,1.6842,0.0,-0.0526,0.84,39.03,16.18,8.09,D,2026-04-27T13:18:28Z
npm/nopt,1544436,184,27,21,1239,3,2026-04-27T23:49:15+00:00,32,25,0,0.00,140,1.27,34,2025,3645,0,0.0000,7.28,6.4,openssf_local,0,False,4,2,4,,2026-05-03T23:30:10+01:00,0,A,False,,False,,2026-04-28T00:16:28+00:00,542,46,35,2026-04-27T13:18:28Z,14.8,21,0,True,5,2026-04-21T17:46:06Z,4,10,2.5,-6,0.1,0.7,,1.5238,0.0,-0.2857,0.73,39.03,5.32,5.33,D,2026-04-27T13:18:28Z
npm/normalize-package-data,9301720,363,41,37,1433,4,2026-04-27T23:49:18+00:00,32,25,0,0.00,147,0.79,26,2025,2195,0,0.0000,7.28,6.5,openssf_local,0,False,2,2,2,,2026-05-03T23:30:15+01:00,0,A,False,,False,,2026-04-28T00:15:38+00:00,205,48,27,2026-04-27T13:18:28Z,12.7,37,0,True,5,2026-03-20T20:05:36Z,11,21,1.909,-10,-0.9,-2.1,-0.5455,0.8649,0.0,-0.2703,0.17,39.03,5.77,3.36,D,2026-04-27T13:18:28Z
npm/ssri,193817839,231,16,14,1869,2,2026-04-27T23:49:20+00:00,32,25,0,0.00,111,0.63,24,2025,3263,0,0.0000,7.28,6.4,openssf_local,1,False,2,2,2,,2026-05-03T23:30:20+01:00,0,A,False,,False,,2026-04-28T00:15:38+00:00,58,28,7,2026-04-27T13:18:28Z,6.5,14,2,True,5,2026-03-24T14:56:03Z,6,5,0.833,1,-0.5,-0.4,0.0833,2.2857,0.0714,0.0714,0.95,94.85,42.05,15.6,D,2026-04-27T13:18:28Z
npm/unique-slug,35246620,92,14,12,802,7,2026-04-27T23:49:24+00:00,32,25,0,0.00,2,0.25,2,2025,116,0,0.0000,7.28,6.5,openssf_local,0,False,2,2,2,,2026-05-03T23:30:25+01:00,0,A,False,,False,,2026-04-28T00:15:39+00:00,36,8,9,2026-04-27T13:18:28Z,10.7,12,0,True,5,2026-03-26T16:53:17Z,1,2,2.0,-1,0.0,-0.1,,2.6667,0.0,-0.0833,1.18,39.03,14.22,8.67,D,2026-04-27T13:18:28Z
npm/write-file-atomic,23896209,210,28,25,946,4,2026-04-27T23:49:30+00:00,32,25,0,0.00,215,1.11,77,2025,1196,0,0.0000,7.28,6.7,openssf_local,0,False,3,2,3,,2026-05-03T23:30:38+01:00,0,A,False,,False,,2026-04-28T00:15:40+00:00,249,49,15,2026-04-27T13:18:28Z,11.3,25,4,True,5,2026-03-23T15:38:31Z,8,15,1.875,-7,-0.7,-1.5,-0.5,1.28,0.0,-0.28,0.56,39.03,5.54,4.95,D,2026-04-27T13:18:28Z
numpy/numpy,908607,41136,2071,435,510,9,2026-04-27T23:49:36+00:00,662335,468553,61700,13.17,74005,3.12,540,2025,1423165,87809280500,29.4759,98.97,7.9,openssf_local,8,True,45,1,45,,2026-04-27T14:54:40+01:00,0,A,False,,False,numfocus,2026-04-28T00:15:40+00:00,31908,12318,598,2026-04-27T13:18:28Z,15.3,435,10,True,5,2026-04-26T23:12:50Z,4533,4385,0.967,148,-52.1,-76.9,-0.0274,1522.6092,0.0184,0.3402,91.32,86.39,66.91,80.82,A,2026-04-27T13:18:28Z
nv/cssom,1025209,212,23,19,5265,1,2026-04-27T23:49:34+00:00,6627,4764,560,11.75,749,1.8,148,2023,153,85680,6.0134,47.36,3,openssf_local,0,False,2,0,2,,2026-04-27T21:42:47+01:00,0,A,False,,False,,2026-04-28T00:15:40+00:00,758,101,21,2026-04-27T13:18:28Z,15.2,19,0,True,2,2023-04-18T01:21:40Z,6,2,0.333,4,-0.5,0.0,0.4167,348.7895,0.0,0.2105,74.3,39.03,56.44,54.7,B,2026-04-27T13:18:28Z
nvzqz/static-assertions,100129252,288,5,5,9257,1,2026-05-17T23:35:34+00:00,2055,730,37,5.07,15,0.56,3,HEAD,0,0,0.0000,7.28,3.5,openssf_local,0,False,0,0,0,,2026-05-18T00:38:17+01:00,5,B,True,"github,patreon,custom",False,,2026-05-17T23:35:55+00:00,656,26,15,2026-04-27T13:03:12Z,8.4,5,,True,0,2023-11-18T10:20:29Z,19,3,0.158,16,-1.5,0.0,0.3947,411.0,0.0,3.2,77.32,39.03,98.6,66.76,A,2026-04-27T13:03:12Z
oauthlib/oauthlib,2811323,1819,204,176,1247,3,2026-04-27T23:49:39+00:00,22623,15908,827,5.2,886,0.85,29,2025,4760,3936520,10.7316,66.97,6.9,openssf_local,1,True,12,0,12,,2026-04-27T15:52:39+01:00,0,A,True,"github,open_collective",False,,2026-04-28T00:15:41+00:00,2965,507,62,2026-04-27T13:18:28Z,14.1,176,10,True,5,2026-04-22T08:13:47Z,70,51,0.729,19,-2.6,-1.6,0.0714,128.5398,0.0057,0.108,51.57,81.02,46.19,57.79,B,2026-04-27T13:18:28Z
octokit/openapi-types.ts,304109193,508,14,11,1102,5,2026-04-27T23:49:41+00:00,232,195,12,6.15,23,2.88,16,2025,6100968,73211616,7.5585,55.50,6.5,openssf_local,0,False,1,1,1,,2026-05-03T23:30:43+01:00,0,A,False,,False,,2026-04-28T00:15:41+00:00,54,16,7,2026-04-27T13:18:28Z,5.2,11,4,True,5,2026-04-23T14:59:38Z,33,30,0.909,3,-3.4,-2.8,0.0909,21.0909,0.0,0.2727,10.81,39.03,61.65,29.62,D,2026-04-27T13:18:28Z
octokit/types.ts,216109757,670,28,23,816,21,2026-04-27T23:49:43+00:00,8299,4689,8,0.17,6,0.6,6,2025,10857,86856,3.8511,37.39,6.1,openssf_local,0,False,1,0,1,,2026-05-03T23:30:48+01:00,0,A,False,,False,,2026-04-28T00:15:42+00:00,152,33,5,2026-04-27T13:18:28Z,6.2,23,0,True,5,2026-04-23T16:40:13Z,62,57,0.919,5,-3.7,-3.4,0.0242,360.8261,0.0,0.2174,75.08,39.03,57.22,55.14,B,2026-04-27T13:18:28Z
oozcitak/xmlbuilder-js,1042809,677,33,20,8068,1,2026-04-27T23:49:44+00:00,8301,6132,491,8.01,2,0.01,1,2025,49,24059,4.5736,40.94,3,openssf_local,0,False,0,0,0,,2026-04-27T21:43:07+01:00,1,B,True,github,False,,2026-04-28T00:15:42+00:00,926,105,14,2026-04-27T13:18:28Z,15.2,20,0,True,3,2025-12-01T07:52:09Z,6,4,0.667,2,-0.6,-0.4,0.1667,415.05,0.0,0.1,77.55,39.03,45.24,51.54,B,2026-04-27T13:18:28Z
open-telemetry/opentelemetry-js,185901023,3217,380,365,424,10,2026-04-27T23:49:49+00:00,152443,91620,4669,5.1,5218,0.65,282,2025,597541,2789918929,21.1953,92.09,7.2,openssf_local,1,False,90,4,90,,2026-04-27T14:55:50+01:00,0,A,False,,False,lf/cncf,2026-04-28T00:15:42+00:00,3368,1031,47,2026-04-27T13:18:28Z,6.6,365,10,True,5,2026-04-27T11:18:27Z,1474,1448,0.982,26,-12.0,-1.1,0.037,417.6521,0.0027,0.0712,77.66,79.06,41.83,63.56,A,2026-04-27T13:18:28Z
open-telemetry/opentelemetry-js-contrib,255986659,2721,328,306,421,10,2026-04-27T23:49:53+00:00,118232,87900,4642,5.28,4580,0.55,100,2025,430920,2000330640,20.6602,91.51,7.5,openssf_local,0,False,59,8,59,,2026-04-27T21:43:22+01:00,0,A,False,,False,,2026-04-28T00:15:43+00:00,903,653,14,2026-04-27T13:18:29Z,5.7,306,10,True,5,2026-04-23T13:25:05Z,828,711,0.859,117,4.4,-4.5,-0.0537,386.3791,0.0,0.3824,75.76,39.03,69.48,59.0,A,2026-04-27T13:18:29Z
open-telemetry/opentelemetry-python,185478926,2105,354,336,346,12,2026-04-27T23:49:55+00:00,94873,65240,3427,5.25,2540,0.7,53,2025,270464,926880128,19.2027,89.11,7.3,openssf_local,1,False,14,2,14,passing,2026-04-27T14:56:32+01:00,0,A,False,,False,lf/cncf,2026-04-28T00:15:43+00:00,2416,864,38,2026-04-27T13:18:29Z,6.7,336,10,True,5,2026-04-27T09:35:10Z,1411,1167,0.827,244,-34.5,-49.6,-0.0535,282.3601,0.003,0.7262,69.48,79.23,83.15,77.07,A,2026-04-27T13:18:29Z
open-telemetry/opentelemetry-python-contrib,220524743,2997,456,430,367,14,2026-05-17T23:27:22+00:00,127213,99202,6664,6.72,9238,1.6,144,2025,264262,1761041968,20.7328,91.86,7.5,openssf_local,0,False,24,8,24,,2026-05-03T23:30:53+01:00,0,A,False,,False,lf/cncf,2026-05-17T23:35:55+00:00,1035,936,21,2026-05-03T22:21:39Z,6.1,430,10,True,5,2026-05-02T19:30:08Z,1416,919,0.649,497,16.4,7.6,-0.0311,295.8442,0.0,1.1558,70.6,39.03,92.22,63.34,A,2026-05-03T22:21:39Z
openssl/openssl,7634677,39683,1492,363,630,6,2026-04-27T23:49:57+00:00,1194491,928880,150022,16.15,167508,7.35,1248,2025,1234725,185235913950,31.5309,99.43,7.1,openssf_local,73,True,32,30,32,passing,2026-04-06T12:36:12+01:00,31,C,True,github,True,,2026-04-28T00:15:44+00:00,30068,11228,1015,2026-04-27T13:18:29Z,13.0,363,10,True,5,2026-04-27T07:41:19Z,5938,5827,0.981,111,-184.0,-13.4,0.1437,3290.6088,0.2011,0.3058,96.02,98.6,63.77,84.52,A,2026-04-27T13:18:29Z
opensuse/ca-certificates,10785433,150,18,14,2131,2,2026-04-27T23:49:57+00:00,252,207,9,4.35,19,1.36,11,2025,260,2340,2.4166,29.36,3.5,openssf_local,1,False,0,0,0,,2026-04-27T21:43:25+01:00,0,A,False,,False,,2026-04-28T00:15:44+00:00,27,22,19,2026-04-27T18:55:47Z,12.5,14,1,True,4,2026-04-20T07:59:09Z,6,3,0.5,3,-0.1,-0.4,-0.25,18.0,0.0714,0.2143,9.24,94.85,56.89,36.8,C,2026-04-27T18:55:47Z
p11-glue/p11-kit,12060420,1517,108,87,2264,2,2026-04-27T23:49:58+00:00,102694,73454,9725,13.24,7251,2.68,65,2025,47309,460080025,18.6434,87.96,6.5,openssf_local,2,True,2,0,2,passing,2026-05-03T23:30:58+01:00,0,A,False,,False,,2026-04-28T00:15:44+00:00,185,113,11,2026-04-27T13:18:29Z,12.4,87,4,True,5,2026-03-12T14:44:11Z,140,88,0.629,52,1.0,1.2,0.0071,1180.3908,0.023,0.5977,89.53,87.74,79.79,85.58,A,2026-04-27T13:18:29Z
pallets/click,19103692,3064,424,376,1261,3,2026-04-27T23:50:03+00:00,21610,16341,1420,8.69,2025,1.43,69,2025,20542,29169640,13.5961,76.26,7.7,openssf_local,0,True,4,3,3,,2026-04-27T15:06:00+01:00,35,C,False,,False,,2026-04-28T00:15:45+00:00,17436,1673,182,2026-04-27T13:18:29Z,11.7,376,10,True,5,2026-04-27T13:12:30Z,679,627,0.923,52,-20.1,-26.7,-0.0486,57.4734,0.0,0.1383,30.74,39.03,48.88,38.85,C,2026-04-27T13:18:29Z
pallets/flask,596892,5531,862,398,1601,2,2026-04-27T23:50:07+00:00,17874,12920,909,7.04,922,0.65,29,2025,29999,27269091,13.2480,75.11,6.9,openssf_local,2,True,16,1,16,,2026-04-27T16:08:49+01:00,35,C,False,,False,,2026-04-28T00:15:45+00:00,71454,16816,2081,2026-04-27T13:18:29Z,15.7,398,10,True,5,2026-04-09T04:04:09Z,680,695,1.022,-15,-43.8,-45.6,-0.0132,44.9095,0.005,-0.0377,24.24,80.35,17.64,32.51,C,2026-04-27T13:18:29Z
pallets/itsdangerous,1945034,677,44,39,2723,1,2026-04-27T23:50:06+00:00,1712,1095,116,10.59,97,0.84,19,2025,1279,148364,6.4263,49.20,5.6,openssf_local,0,True,3,2,3,,2026-04-27T21:43:39+01:00,35,C,False,,False,,2026-04-28T00:15:46+00:00,3112,235,54,2026-04-27T13:18:29Z,14.5,39,1,True,5,2025-06-14T20:35:46Z,29,28,0.966,1,-0.7,-1.1,-0.069,43.8974,0.0,0.0256,23.46,39.03,37.57,32.52,C,2026-04-27T13:18:29Z
pallets/jinja,994551,2949,335,286,2705,2,2026-04-27T23:50:12+00:00,22875,18236,1384,7.59,2255,1.42,144,2025,13997,19371848,13.0247,74.66,5.6,openssf_local,8,True,45,1,45,,2026-04-27T15:08:06+01:00,35,C,False,,False,,2026-04-28T00:15:46+00:00,11593,1728,249,2026-04-27T13:18:29Z,15.2,286,2,True,5,2025-06-14T20:35:04Z,362,339,0.936,23,-20.5,-24.7,-0.058,79.9825,0.028,0.0804,39.25,88.97,42.61,52.99,B,2026-04-27T13:18:29Z
pallets/markupsafe,734244,844,49,43,3705,1,2026-04-27T23:50:10+00:00,1148,951,50,5.26,57,0.54,6,2025,1912,95600,5.6038,45.30,5.8,openssf_local,0,True,5,2,5,,2026-04-27T14:55:44+01:00,35,C,False,,False,,2026-04-28T00:15:47+00:00,687,178,27,2026-04-27T13:18:29Z,15.5,43,0,True,5,2025-09-27T18:47:09Z,75,74,0.987,1,-1.3,-1.2,0.0067,26.6977,0.0,0.0233,14.17,39.03,37.35,27.43,D,2026-04-27T13:18:29Z
pallets/werkzeug,997338,5917,514,410,1893,2,2026-04-27T23:50:17+00:00,35262,26827,2401,8.95,3671,1.72,97,2025,68561,164614961,16.3487,84.52,6.7,openssf_local,11,False,37,3,37,,2026-04-27T16:06:04+01:00,35,C,False,,False,,2026-04-28T00:15:47+00:00,6858,1772,209,2026-04-27T13:18:29Z,15.2,410,10,True,5,2026-04-26T21:42:29Z,412,437,1.061,-25,-17.2,-21.6,-0.0534,86.0049,0.0268,-0.061,41.15,88.63,15.85,38.66,C,2026-04-27T13:18:29Z
pandas-dev/pandas,858127,37835,4191,411,487,9,2026-04-27T23:50:19+00:00,661375,520459,38516,7.4,42245,1.44,313,2025,988727,38081809132,27.4913,98.74,7.4,openssf_local,0,True,25,9,25,,2026-04-27T15:07:43+01:00,0,A,False,,False,numfocus,2026-04-28T00:15:47+00:00,48586,19880,1113,2026-04-27T13:18:29Z,15.4,411,10,True,5,2026-04-27T09:05:14Z,8388,8366,0.997,22,-302.7,-284.9,0.0106,1609.1849,0.0,0.0535,92.22,39.03,40.26,52.52,B,2026-04-27T13:18:29Z
paramiko/paramiko,119609,4039,189,138,4658,1,2026-04-27T23:50:18+00:00,31595,22988,2598,11.3,2867,1.8,71,2025,11305,29370390,13.8413,77.75,4.6,openssf_local,3,True,10,2,10,,2026-05-03T23:31:12+01:00,0,A,True,tidelift,False,,2026-04-28T00:15:48+00:00,9738,2048,316,2026-04-27T13:18:29Z,16.9,138,0,True,5,2026-03-29T23:31:57Z,533,274,0.514,259,-15.8,-8.3,0.0704,228.9493,0.0217,1.8768,65.01,87.4,95.02,81.42,A,2026-04-27T13:18:29Z
paulmillr/chokidar,4090287,1752,122,111,3326,2,2026-04-27T23:50:21+00:00,3861,3195,381,11.92,286,0.82,41,2025,32053,12212193,11.6345,69.72,4.6,openssf_local,0,False,0,0,0,,2026-04-27T16:07:23+01:00,26,C,False,,False,,2026-04-28T00:15:48+00:00,12078,621,85,2026-04-27T13:18:29Z,13.7,111,2,True,5,2026-04-27T12:48:12Z,212,267,1.259,-55,-10.9,4.2,0.3561,34.7838,0.0,-0.4955,17.97,39.03,3.42,13.38,D,2026-04-27T13:18:29Z
paulmillr/readdirp,4494405,469,37,33,3620,1,2026-04-27T23:50:22+00:00,828,693,76,10.97,125,1.18,57,2025,3445,261820,6.6731,51.15,3.5,openssf_local,0,False,0,0,0,,2026-04-27T15:08:05+01:00,26,C,False,,False,,2026-04-28T00:15:49+00:00,418,59,7,2026-04-27T13:18:29Z,13.6,33,0,True,4,2025-11-25T23:09:21Z,11,15,1.364,-4,-0.7,-0.3,0.1818,25.0909,0.0,-0.1212,13.05,39.03,11.48,18.01,D,2026-04-27T13:18:29Z
pcre2project/pcre2,398251321,2237,62,60,4365,1,2026-04-27T23:50:24+00:00,96245,69057,17792,25.76,26181,42.64,5047,2025,286969,5105752448,23.1972,95.30,8.6,openssf_local,5,True,0,0,0,,2026-04-07T15:55:39+01:00,0,A,False,,False,,2026-04-28T00:15:49+00:00,1273,259,34,2026-04-27T13:18:29Z,4.4,60,10,True,5,2026-04-03T20:17:29Z,351,312,0.889,39,6.2,8.2,0.0285,1604.0833,0.0833,0.65,91.99,95.35,81.47,89.4,A,2026-04-27T13:18:29Z
pest-parser/pest,56964647,1349,144,133,2284,2,2026-04-27T23:50:27+00:00,41493,35333,981,2.78,893,0.98,48,2025,46985,46092285,13.9791,78.33,5.9,openssf_local,0,True,0,0,0,,2026-05-03T23:31:19+01:00,5,B,True,"github,open_collective",False,,2026-04-28T00:15:49+00:00,5331,291,40,2026-04-27T13:18:29Z,9.7,133,5,True,5,2026-04-19T05:02:47Z,167,180,1.078,-13,-7.6,-7.9,-0.009,311.9774,0.0,-0.0977,72.06,39.03,13.16,33.32,C,2026-04-27T13:18:29Z
peternator7/strum,80964373,346,120,115,781,10,2026-04-27T23:50:28+00:00,6822,4969,344,6.92,374,1.46,62,2025,7882,2711408,9.8891,63.30,5.6,openssf_local,0,False,0,0,0,,2026-04-27T21:43:57+01:00,0,A,False,,False,,2026-04-28T00:15:50+00:00,2356,181,12,2026-04-27T13:18:29Z,8.9,115,10,True,5,2026-03-07T01:28:08Z,141,113,0.801,28,0.8,1.0,0.0071,59.3217,0.0,0.2435,31.41,39.03,58.96,41.65,C,2026-04-27T13:18:29Z
petkaantonov/bluebird,12670444,2114,238,210,5994,1,2026-04-27T23:50:31+00:00,44080,38336,2100,5.48,2990,0.43,79,2024,0,0,0.0000,7.28,2.4,openssf_local,0,False,19,0,19,,2026-04-27T21:44:03+01:00,0,A,False,,False,,2026-04-28T00:15:50+00:00,20573,2320,330,2026-04-27T13:18:29Z,12.3,210,0,True,3,2024-11-07T20:26:46Z,30,16,0.533,14,-0.4,-1.1,-0.1167,209.9048,0.0,0.0667,63.1,39.03,41.27,46.67,B,2026-04-27T13:18:29Z
pexpect/ptyprocess,24727748,154,21,21,3572,1,2026-04-27T23:50:31+00:00,1647,1033,133,12.88,202,3.21,50,2025,115,15295,4.3913,40.48,3.3,openssf_local,0,False,0,0,0,,2026-04-27T16:10:33+01:00,0,A,False,,False,,2026-04-28T00:15:51+00:00,238,72,16,2026-04-27T13:18:29Z,11.2,21,0,True,4,2025-07-17T11:34:46Z,9,4,0.444,5,0.2,0.4,0.1111,78.4286,0.0,0.2381,38.58,39.03,58.51,44.49,C,2026-04-27T13:18:29Z
pillarjs/encodeurl,60721766,48,9,8,5165,1,2026-04-27T23:50:33+00:00,157,89,0,0.00,0,0,0,2025,10,0,0.0000,7.28,6.4,openssf_local,0,False,0,0,0,,2026-04-27T21:44:22+01:00,0,A,False,,False,,2026-04-28T00:15:51+00:00,37,23,6,2026-04-27T13:18:29Z,9.6,8,0,True,2,2026-01-03T21:33:42Z,3,3,1.0,0,0.4,0.4,,19.625,0.0,0.0,10.02,39.03,27.49,22.07,D,2026-04-27T13:18:29Z
pillarjs/finalhandler,20547377,409,12,10,6455,1,2026-04-27T23:50:37+00:00,1190,896,58,6.47,67,0.5,11,2025,630,36540,4.9584,42.78,7.5,openssf_local,0,False,0,0,0,,2026-04-27T21:44:23+01:00,0,A,False,,False,,2026-04-28T00:15:51+00:00,232,54,15,2026-04-27T13:18:29Z,11.6,10,5,True,4,2026-04-01T00:27:07Z,9,8,0.889,1,-0.2,0.4,0.3333,119.0,0.0,0.1,48.66,39.03,45.24,44.12,C,2026-04-27T13:18:29Z
