"project","github_repo","debian_sources","homebrew_formulas","debian_avg_downloads","homebrew_avg_downloads","downloads_score","is_cpp","is_oss_fuzz"
"debian:libtasn1-3","","libtasn1-3","","13690","0","19029","True","False"
"fping","","fping","","13688","0","19026","True","False"
"debian:libsmi2ldbl","","libsmi2ldbl","","13640","0","18959","True","False"
"sound-juicer","","sound-juicer","","13636","0","18954","True","False"
"debian:libepsilon1","","libepsilon1","","13590","0","18890","True","False"
"debian:libgnutls26","","libgnutls26","","13582","0","18878","True","False"
"icoutils","","icoutils","","13556","0","18842","True","False"
"nodebrew","hokaccha/nodebrew","","nodebrew","0","18748","18748","True","False"
"pthreadpool","Maratyszcza/pthreadpool","pthreadpool","","13428","0","18664","True","False"
"libdmapsharing","","libdmapsharing","","13375","0","18591","True","False"
"opa-psm2","01org/opa-psm2","libpsm2","","13346","0","18550","True","False"
"pytorch","pytorch/pytorch","","pytorch","0","18534","18534","True","False"
"qdbm","","qdbm","","13310","0","18500","True","False"
"lbfgsb","","lbfgsb","","13303","0","18491","True","False"
"perl:math-random-isaac-xs","","libmath-random-isaac-xs-perl","","13252","0","18420","True","False"
"portsmf","","portsmf","","13223","0","18379","True","False"
"menu-cache","","menu-cache","","13177","0","18316","True","False"
"sdl2-mixer","libsdl-org/SDL_mixer","","sdl2_mixer","0","18284","18284","True","False"
"rrdtool","","rrdtool","","13144","0","18270","True","False"
"mate-panel","","mate-panel","","13117","0","18232","True","False"
"spirv-llvm-translator","KhronosGroup/SPIRV-LLVM-Translator","spirv-llvm-translator-19","spirv-llvm-translator","548","17463","18224","True","False"
"libcmis","tdf/libcmis","libcmis","","13101","0","18210","True","False"
"libudev0-shim","archlinux/libudev0-shim","libudev0-shim","","13017","0","18093","True","False"
"libgedit-gfls","","libgedit-gfls","libgedit-gfls","9196","5309","18091","True","False"
"dhcpcd","NetworkConfiguration/dhcpcd","dhcpcd","","13011","0","18085","True","False"
"tslib","","tslib","","12932","0","17975","True","False"
"aws-c-compression","awslabs/aws-c-compression","","aws-c-compression","0","17968","17968","True","False"
"debian:libqt4-dbus","","libqt4-dbus","","12916","0","17953","True","False"
"arpack","opencollab/arpack-ng","","arpack","0","17884","17884","True","False"
"infinipath-psm","intel/psm","infinipath-psm","","12858","0","17872","True","False"
"ed","","ed","","12830","0","17833","True","False"
"gdcm","","gdcm","","12813","0","17810","True","False"
"kstatusnotifieritem","","kf6-kstatusnotifieritem","","12790","0","17778","True","False"
"libdicom","ImagingDataCommons/libdicom","","libdicom","0","17743","17743","True","False"
"streamlink","","","streamlink","0","17736","17736","True","False"
"webrtc-audio-processing","","webrtc-audio-processing","","12738","0","17705","True","False"
"debian:libcpufreq0","","libcpufreq0","","12735","0","17701","True","False"
"kpmcore","","kpmcore","","12700","0","17653","True","False"
"ksvg","","kf6-ksvg","","12687","0","17634","True","False"
"ideviceinstaller","libimobiledevice/ideviceinstaller","","ideviceinstaller","0","17578","17578","True","False"
"perl:text-soundex","","libtext-soundex-perl","","12621","0","17543","True","False"
"daemontools","","","daemontools","0","17509","17509","True","False"
"mate-menus","","mate-menus","","12533","0","17420","True","False"
"libmatekbd","","libmatekbd","","12527","0","17412","True","False"
"nemo","linuxmint/nemo","nemo","","12525","0","17409","True","False"
"sdl-mixer","","sdl-mixer1.2","","12519","0","17401","True","False"
"debian:libokular5core10","","libokular5core10","","12470","0","17333","True","False"
"python:pylint","","","pylint","0","17299","17299","True","False"
"mate-desktop","","mate-desktop","","12420","0","17263","True","False"
"asciidoc","","","asciidoc","0","17255","17255","True","False"
"coinmp","","coinmp","","12401","0","17237","True","False"
"libmateweather","","libmateweather","","12367","0","17190","True","False"
"aha","theZiz/aha","aha","","12327","0","17134","True","False"
"oath-toolkit","","oath-toolkit","","12326","0","17133","True","False"
"debian:libpstoedit0c2a","","libpstoedit0c2a","","12321","0","17126","True","False"
"libfm","lxde/libfm","libfm","","12292","0","17085","True","False"
"gtk-layer-shell","wmww/gtk-layer-shell","gtk-layer-shell","","12288","0","17080","True","False"
"python:cython","","","cython","0","17067","17067","True","False"
"pulseaudio-qt","","pulseaudio-qt","","12255","0","17034","True","False"
"libmatemixer","","libmatemixer","","12250","0","17027","True","False"
"nodenv","nodenv/nodenv","","nodenv","0","17027","17027","True","False"
"debian:libonig2","","libonig2","","12242","0","17016","True","False"
"upx","upx/upx","","upx","0","17009","17009","True","True"
"liborcus","","liborcus","","12200","0","16958","True","False"
"libspnav","","libspnav","","12176","0","16924","True","False"
"debian:gvfs-bin","","gvfs-bin","","12157","0","16898","True","False"
"kaccounts-integration","","kaccounts-integration","","12156","0","16896","True","False"
"ipset","","ipset","","12133","0","16864","True","False"
"openh264","","openh264","","12080","0","16791","True","False"
"debian:php5-cli","","php5-cli","","12075","0","16784","True","False"
"cmatrix","abishekvashok/cmatrix","","cmatrix","0","16775","16775","True","False"
"libxft","","","libxft","0","16754","16754","True","False"
"debian:libisc95","","libisc95","","12028","0","16718","True","False"
"python:magic-misnamed","ahupp/python-magic","python-magic","","12005","0","16686","True","False"
"hexchat","","hexchat","","11975","0","16645","True","False"
"freeimage","","","freeimage","0","16639","16639","True","False"
"perl:date-calc","","libdate-calc-perl","","11960","0","16624","True","False"
"onednn","oneapi-src/oneDNN","onednn","","11839","0","16456","True","False"
"libgnomecanvas","","libgnomecanvas","","11823","0","16433","True","False"
"mate-utils","","mate-utils","","11822","0","16432","True","False"
"debian:ksysguardd","","ksysguardd","","11818","0","16427","True","False"
"libgdiplus","","libgdiplus","","11811","0","16417","True","False"
"php:php-cs-fixer","PHP-CS-Fixer/PHP-CS-Fixer","","php-cs-fixer","0","16368","16368","True","False"
"figlet","","","figlet","0","16308","16308","True","False"
"autoconf-archive","","","autoconf-archive","0","16258","16258","True","False"
"mplayer","","mplayer","","11689","0","16247","True","False"
"hwinfo","openSUSE/hwinfo","hwinfo","","11633","0","16169","True","False"
"debian:python-pycurl","","python-pycurl","","11613","0","16142","True","False"
"yara","VirusTotal/yara","","yara","0","16123","16123","True","True"
"libkexiv2","","libkexiv2","","11596","0","16118","True","False"
"xdrv:synaptics","","xserver-xorg-input-synaptics","","11593","0","16114","True","False"
"kglobalacceld","","kglobalacceld","","11563","0","16072","True","False"
"ugrep","Genivia/ugrep","","ugrep","0","16048","16048","True","False"
"cinnamon-menus","","cinnamon-menus","","11527","0","16022","True","False"
"nginx:http-echo","agentzh/echo-nginx-module","libnginx-mod-http-echo","","11500","0","15984","True","False"
"cinnamon-control-center","","cinnamon-control-center","","11498","0","15982","True","False"
"vorbis-tools","","vorbis-tools","","11488","0","15968","True","False"
"librda","ArcticaProject/librda","librda","","11401","0","15847","True","False"
"libappimage","AppImageCommunity/libappimage","libappimage","","11278","0","15676","True","False"
"xdrv:evdev","","xserver-xorg-input-evdev","","11275","0","15672","True","False"
"debian:ksysguard","","ksysguard","","11260","0","15651","True","False"
"gnote","","gnote","","11229","0","15608","True","False"
"layer-shell-qt","","layer-shell-qt","","11184","0","15545","True","False"
"cowsay","cowsay-org/cowsay","","cowsay","0","15542","15542","True","False"
"fortune-mod","shlomif/fortune-mod","fortune-mod","","11176","0","15534","True","False"
"cinnamon-desktop","","cinnamon-desktop","","11173","0","15530","True","False"
"openbox","","openbox","","11171","0","15527","True","False"
"libconfig-hyperrealm","","libconfig","","11157","0","15508","True","False"
"cjs","linuxmint/cjs","cjs","","11147","0","15494","True","False"
"ta-lib","ta-lib/ta-lib","","ta-lib","0","15409","15409","True","False"
"gtk-mac-integration","","","gtk-mac-integration","0","15394","15394","True","False"
"fwupd","fwupd/fwupd","fwupd","","11060","0","15373","True","True"
"html2text","","html2text","","11051","0","15360","True","False"
"telepathy-mission-control","","telepathy-mission-control-5","","11040","0","15345","True","False"
"mate-control-center","","mate-control-center","","11040","0","15345","True","False"
"gitflow-original","nvie/gitflow","","git-flow","0","15340","15340","True","False"
"one-true-awk","onetrueawk/awk","","awk","0","15332","15332","True","False"
"iperf2","","","iperf","0","15189","15189","True","False"
"aircrack-ng","","","aircrack-ng","0","15187","15187","True","False"
"opensp","","opensp","","10925","0","15185","True","False"
"shaderc","google/shaderc","","shaderc","0","15162","15162","True","True"
"tesseract-lang","tesseract-ocr/tessdata_fast","","tesseract-lang","0","15120","15120","True","False"
"liboobs","","liboobs","","10875","0","15116","True","False"
"openucx","","ucx","","10834","0","15059","True","False"
"obconf","danakj/obconf","obconf","","10797","0","15007","True","False"
"plasma-activities-stats","","plasma-activities-stats","","10794","0","15003","True","False"
"debian:libqt4-network","","libqt4-network","","10785","0","14991","True","False"
"qtquickeffectmaker","","","qtquickeffectmaker","0","14980","14980","True","False"
"qtquick3dphysics","","","qtquick3dphysics","0","14962","14962","True","False"
"mupdf","","","mupdf","0","14943","14943","True","False"
"libgedit-gtksourceview","","libgedit-gtksourceview","libgedit-gtksourceview","5695","7026","14942","True","False"
"debian:libass5","","libass5","","10745","0","14935","True","False"
"qtgraphs","","","qtgraphs","0","14930","14930","True","False"
"bcg729","BelledonneCommunications/bcg729","bcg729","","10719","0","14899","True","False"
"debian:ksysguard-data","","ksysguard-data","","10717","0","14896","True","False"
"qtlottie","","","qtlottie","0","14871","14871","True","False"
"ps2eps","","ps2eps","","10589","0","14718","True","False"
"qtlanguageserver","","","qtlanguageserver","0","14716","14716","True","False"
"swift-protobuf","apple/swift-protobuf","","swift-protobuf","0","14695","14695","True","False"
"debian:python2.6-minimal","","python2.6-minimal","","10569","0","14690","True","False"
"openipmi","","openipmi","","10552","0","14667","True","False"
"debian:mysql-server","","mysql-server","","10542","0","14653","True","False"
"lensfun","","lensfun","","10525","0","14629","True","False"
"podman-compose","containers/podman-compose","","podman-compose","0","14608","14608","True","False"
"julia","JuliaLang/julia","","julia","0","14603","14603","True","False"
"nginx:http-auth-pam","sto/ngx_http_auth_pam_module","libnginx-mod-http-auth-pam","","10503","0","14599","True","False"
"level-zero","oneapi-src/level-zero","level-zero","","10483","0","14571","True","False"
"debian:freeglut3","","freeglut3","","10480","0","14567","True","False"
"librsync","librsync/librsync","librsync","","10449","0","14524","True","False"
"litehtml","litehtml/litehtml","","litehtml","0","14504","14504","True","False"
"pcmanfm","lxde/pcmanfm","pcmanfm","","10424","0","14489","True","False"
"nginx:http-dav-ext","arut/nginx-dav-ext-module","libnginx-mod-http-dav-ext","","10411","0","14471","True","False"
"nginx:http-subs-filter","yaoweibin/ngx_http_substitutions_filter_module","libnginx-mod-http-subs-filter","","10400","0","14455","True","False"
"nginx:http-upstream-fair","gnosek/nginx-upstream-fair","libnginx-mod-http-upstream-fair","","10385","0","14435","True","False"
"qthttpserver","","","qthttpserver","0","14419","14419","True","False"
"swift-sh","mxcl/swift-sh","","swift-sh","0","14401","14401","True","False"
"libemf","","libemf","","10343","0","14376","True","False"
"muffin","linuxmint/muffin","muffin","","10314","0","14336","True","False"
"fontforge","fontforge/fontforge","","fontforge","0","14282","14282","True","False"
"optipng","","optipng","","10248","0","14244","True","False"
"libadwaita","","","libadwaita","0","14240","14240","True","False"
"minissdpd","","minissdpd","","10235","0","14226","True","False"
"xdrv:mouse","","xserver-xorg-input-mouse","","10210","0","14191","True","False"
"kcov","SimonKagstrom/kcov","","kcov","0","14106","14106","True","False"
"libksysguard","","libksysguard","","10147","0","14104","True","False"
"avrdude","avrdudes/avrdude","","avrdude","0","14103","14103","True","False"
"passt","","","passt","0","14058","14058","True","False"
"plasma5support","","plasma5support","","10102","0","14041","True","False"
"cppzmq","zeromq/cppzmq","","cppzmq","0","14008","14008","True","False"
"debian:libk3b7","","libk3b7","","10000","0","13899","True","False"
"libmediainfo","","","libmediainfo","0","13893","13893","True","False"
"gnu-netcat","","","netcat","0","13851","13851","True","False"
"telepathy-logger","","telepathy-logger","","9961","0","13845","True","False"
"muparser","","muparser","","9961","0","13845","True","False"
"libdnet","ofalk/libdnet","libdumbnet","","9927","0","13798","True","False"
"libtpms","stefanberger/libtpms","libtpms","","9896","0","13755","True","True"
"kcolorpicker","ksnip/kcolorpicker","kcolorpicker","","9841","0","13678","True","False"
"chmlib","jedwing/CHMLib","chmlib","","9830","0","13663","True","False"
"rename","ap/rename","","rename","0","13654","13654","True","False"
"filezilla","","filezilla","","9818","0","13647","True","False"
"expect","","","expect","0","13625","13625","True","False"
"libuser","","libuser","","9772","0","13583","True","False"
"libupnp","","pupnp","","9753","0","13556","True","False"
"xkeyboard-config","","","xkeyboard-config","0","13515","13515","True","False"
"xsel","","xsel","","9721","0","13512","True","False"
"faudio","FNA-XNA/FAudio","","faudio","0","13510","13510","True","False"
"debian:ghostscript-x","","ghostscript-x","","9718","0","13508","True","False"
"minicom","","","minicom","0","13464","13464","True","False"
"audacious-plugins","","audacious-plugins","","9658","0","13424","True","False"
"valgrind","","","valgrind","0","13339","13339","True","False"
"libgedit-amtk","","libgedit-amtk","libgedit-amtk","5720","5386","13336","True","False"
"debugedit","","debugedit","","9575","0","13309","True","False"
"chafa","","chafa","","9561","0","13289","True","False"
"dfu-util","","","dfu-util","0","13282","13282","True","False"
"ladspa","","ladspa-sdk","ladspa-sdk","0","13281","13281","True","False"
"xfce4-notes-plugin","","xfce4-notes-plugin","","9534","0","13252","True","False"
"audacious","","audacious","","9518","0","13230","True","False"
"swi-prolog","","","swi-prolog","0","13202","13202","True","False"
"qcachegrind","","","qcachegrind","0","13147","13147","True","False"
"debian:bind9utils","","bind9utils","","9428","0","13104","True","False"
"vkd3d","","vkd3d","","9401","0","13067","True","False"
"debian:libk3b7-extracodecs","","libk3b7-extracodecs","","9364","0","13015","True","False"
"debian:transfig","","transfig","","9348","0","12993","True","False"
"sysfsutils","linux-ras/sysfsutils","sysfsutils","","9345","0","12989","True","False"
"debian:mysql-client","","mysql-client","","9343","0","12986","True","False"
"botan","","botan","","9334","0","12974","True","False"
"stow","","","stow","0","12954","12954","True","False"
"mailutils","","mailutils","","9317","0","12950","True","False"
"gpicview","lxde/gpicview","gpicview","","9306","0","12935","True","False"
"android-tools-upstream","","android-platform-tools","","9305","0","12933","True","False"
"debian:cpufrequtils","","cpufrequtils","","9303","0","12931","True","False"
"openbsd-inetd","","openbsd-inetd","","9294","0","12918","True","False"
"lsscsi","","lsscsi","","9283","0","12903","True","False"
"xdrv:mga","","xserver-xorg-video-mga","","9270","0","12885","True","False"
"capnproto","capnproto/capnproto","","capnp","0","12884","12884","True","True"
"debian:pdftk","","pdftk","","9253","0","12861","True","False"
"testdisk","","","testdisk","0","12848","12848","True","False"
"marco","","marco","","9238","0","12840","True","False"
"mariadb-connector-c","","","mariadb-connector-c","0","12770","12770","True","False"
"libspiro","fontforge/libspiro","libspiro","libspiro","2303","9528","12729","True","False"
"pdm","","","pdm","0","12718","12718","True","False"
"xdrv:cirrus","","xserver-xorg-video-cirrus","","9148","0","12715","True","False"
"linux-atm","","linux-atm","","9131","0","12692","True","False"
"debian:module-init-tools","","module-init-tools","","9128","0","12687","True","False"
"bullet","bulletphysics/bullet3","","bullet","0","12684","12684","True","False"
"debian:wireshark-qt","","wireshark-qt","","9093","0","12639","True","False"
"liblzf","","liblzf","","9085","0","12628","True","False"
"flann","flann-lib/flann","","flann","0","12627","12627","True","False"
"opencoarrays","","open-coarrays","","9081","0","12622","True","False"
"debian:deborphan","","deborphan","","9063","0","12597","True","False"
"xdrv:r128","","xserver-xorg-video-r128","","9049","0","12578","True","False"
"motif","","motif","","9038","0","12562","True","False"
"debian:libqt4-sql","","libqt4-sql","","9034","0","12557","True","False"
"debian:libapache2-mod-php5","","libapache2-mod-php5","","9023","0","12541","True","False"
"xdrv:neomagic","","xserver-xorg-video-neomagic","","9021","0","12539","True","False"
"libisoburn","","libisoburn","","9020","0","12537","True","False"
"httrack","xroche/httrack","","httrack","0","12480","12480","True","True"
"solidity","argotorg/solidity","","solidity","0","12282","12282","True","False"
"kcat","edenhill/kcat","","kcat","0","12189","12189","True","False"
"sshpass","","","sshpass","0","12072","12072","True","False"
"re2c","skvadrik/re2c","","re2c","0","12046","12046","True","False"
"licenseplist","mono0926/LicensePlist","","licenseplist","0","11948","11948","True","False"
"kcalendarcore","","kf6-kcalendarcore","","8583","0","11930","True","False"
"spaceship","spaceship-prompt/spaceship-prompt","","spaceship","0","11910","11910","True","False"
"asciidoctor","asciidoctor/asciidoctor","","asciidoctor","0","11846","11846","True","False"
"slirp4netns","rootless-containers/slirp4netns","","slirp4netns","0","11831","11831","True","False"
"sdl3","libsdl-org/SDL","","sdl3","0","11803","11803","True","False"
"cgns","CGNS/CGNS","","cgns","0","11781","11781","True","False"
"virt-manager","","","virt-manager","0","11712","11712","True","False"
"jsonnet","google/jsonnet","","jsonnet","0","11693","11693","True","True"
"crystal-lang","crystal-lang/crystal","","crystal","0","11626","11626","True","False"
"xinput","","","xinput","0","11586","11586","True","False"
"kmime","","kmime","","8302","0","11539","True","False"
"kube-ps1","jonmosco/kube-ps1","","kube-ps1","0","11470","11470","True","False"
"swift-format","swiftlang/swift-format","","swift-format","0","11462","11462","True","False"
"kidentitymanagement","","kidentitymanagement","","8222","0","11428","True","False"
"ktextaddons","","ktextaddons","","8210","0","11411","True","False"
"tox","","","tox","0","11403","11403","True","False"
"grantleetheme","","grantleetheme","","8179","0","11368","True","False"
"akonadi-mime","","akonadi-mime","","8162","0","11345","True","False"
"akonadi-contacts","","akonadi-contacts","","8156","0","11336","True","False"
"kmbox","","kmbox","","8156","0","11336","True","False"
"libkleo","","libkleo","","8148","0","11325","True","False"
"gimme-aws-creds","Nike-Inc/gimme-aws-creds","","gimme-aws-creds","0","11289","11289","True","False"
"pimcommon","","pimcommon","","8118","0","11284","True","False"
"libkdepim","","libkdepim","","8117","0","11282","True","False"
"kmailtransport","","kmailtransport","","8110","0","11272","True","False"
"kldap","","kldap","","8094","0","11250","True","False"
"kpimtextedit","","kpimtextedit","","8090","0","11245","True","False"
"usb.ids","","usb.ids","usb.ids","0","11244","11244","True","False"
"libgravatar","","libgravatar","","8068","0","11214","True","False"
"messagelib","","messagelib","","8068","0","11214","True","False"
"phpmyadmin","","","phpmyadmin","0","11212","11212","True","False"
"kontactinterface","","kontactinterface","","8060","0","11203","True","False"
"avro","","","avro-c","0","11134","11134","True","False"
"platformio","","","platformio","0","11132","11132","True","False"
"kcalutils","","kcalutils","","7976","0","11086","True","False"
"gallery-dl","","","gallery-dl","0","11075","11075","True","False"
"kimap","","kimap","","7956","0","11058","True","False"
"akonadi-search","","akonadi-search","","7952","0","11053","True","False"
"ksmtp","","ksmtp","","7942","0","11039","True","False"
"calendarsupport","","calendarsupport","","7920","0","11008","True","False"
"eventviews","","eventviews","","7914","0","11000","True","False"
"incidenceeditor","","incidenceeditor","","7914","0","11000","True","False"
"libksieve","","libksieve","","7908","0","10992","True","False"
"mailcommon","","mailcommon","","7881","0","10954","True","False"
"mailimporter","","mailimporter","","7881","0","10954","True","False"
"ktnef","","ktnef","","7870","0","10939","True","False"
"gnuradio","gnuradio/gnuradio","","gnuradio","0","10910","10910","True","False"
"ranger","","","ranger","0","10755","10755","True","False"
"highlight","","","highlight","0","10745","10745","True","False"
"periphery","peripheryapp/periphery","","periphery","0","10743","10743","True","False"
"libressl","","","libressl","0","10692","10692","True","False"
"fig2dev","","","fig2dev","0","10470","10470","True","False"
"qrupdate","","","qrupdate","0","10442","10442","True","False"
"libharu","libharu/libharu","","libharu","0","10428","10428","True","False"
"libxfce4windowing","","libxfce4windowing","","7460","0","10369","True","False"
"python:libvirt-python","","","libvirt-python","0","10341","10341","True","False"
"spice-protocol","","spice-protocol","spice-protocol","416","9740","10318","True","False"
"xsimd","xtensor-stack/xsimd","","xsimd","0","10290","10290","True","False"
"libx86emu","wfeldt/libx86emu","libx86emu","","7380","0","10258","True","False"
"libserdes","confluentinc/libserdes","","libserdes","0","10204","10204","True","False"
"munge","","munge","","7328","0","10185","True","False"
"libkscreen","","libkscreen","","7319","0","10173","True","False"
"libz-mingw-w64","","libz-mingw-w64","","7314","0","10166","True","False"
"cunit-original","","","cunit","0","9806","9806","True","False"
"egl-wayland","NVIDIA/egl-wayland","egl-wayland","","6957","0","9670","True","False"
"mpi-defaults","","mpi-defaults","","6896","0","9585","True","False"
"gnome-panel","","gnome-panel","","6698","0","9310","True","False"
"libultrahdr","google/libultrahdr","","libultrahdr","0","9171","9171","True","True"
"kirigami-addons","","kirigami-addons","","6576","0","9140","True","False"
"glpk","","","glpk","0","9025","9025","True","False"
"libscrypt","technion/libscrypt","","libscrypt","0","8959","8959","True","False"
"libuninameslist","fontforge/libuninameslist","","libuninameslist","0","8948","8948","True","False"
"perl-dbd-mysql","","","perl-dbd-mysql","0","8911","8911","True","False"
"gumbo-parser","","","gumbo-parser","0","8722","8722","True","False"
"perl:scalar-list-utils","","libscalar-list-utils-perl","","6274","0","8720","True","False"
"unpaper","","","unpaper","0","8642","8642","True","False"
"simdutf","simdutf/simdutf","","simdutf","0","8524","8524","True","True"
"zsh-async","mafredri/zsh-async","","zsh-async","0","8523","8523","True","False"
"uhd","EttusResearch/uhd","","uhd","0","8377","8377","True","False"
"libotf","","libotf","","5965","0","8291","True","False"
"spamassassin","","spamassassin","","5834","0","8109","True","False"
"libdwarf","","","dwarfutils","0","7947","7947","True","False"
"libsidplayfp","libsidplayfp/libsidplayfp","libsidplayfp","","5649","0","7852","True","False"
"cscope","","","cscope","0","7695","7695","True","False"
"libmodbus","","libmodbus","","5523","0","7676","True","False"
"libdvdcss","","","libdvdcss","0","7602","7602","True","False"
"armadillo","","armadillo","","5282","0","7341","True","False"
"tcltk-defaults","","tcltk-defaults","","5276","0","7333","True","False"
"s2n-tls","aws/s2n-tls","","s2n","0","7330","7330","True","False"
"sleef","shibatch/sleef","","sleef","0","7235","7235","True","False"
"talloc","","","talloc","0","7190","7190","True","False"
"libdmtx","","libdmtx","","5159","0","7171","True","False"
"kpipewire","","kpipewire","","5124","0","7122","True","False"
"libplasma","","libplasma","","5067","0","7043","True","False"
"sdl3-ttf","libsdl-org/SDL_ttf","","sdl3_ttf","0","7041","7041","True","False"
"clisp","","","clisp","0","6999","6999","True","False"
"img2pdf","","","img2pdf","0","6940","6940","True","False"
"libxmp","","","libxmp","0","6905","6905","True","False"
"jbig2enc","agl/jbig2enc","","jbig2enc","0","6693","6693","True","False"
"libb64","","libb64","","4768","0","6627","True","False"
"rust:rpm-sequoia","","rust-rpm-sequoia","","4745","0","6595","True","False"
"accounts-qml-module","","accounts-qml-module","","4717","0","6556","True","False"
"libtlsrpt","sys4/libtlsrpt","libtlsrpt","","4657","0","6473","True","False"
"yyjson","ibireme/yyjson","","yyjson","0","6469","6469","True","True"
"uthash","troydhanson/uthash","","uthash","0","6417","6417","True","False"
"epstool","","","epstool","0","6386","6386","True","False"
"ampl-asl","ampl/asl","","ampl-asl","0","6183","6183","True","False"
"debian:libncursesw5-dev","","libncursesw5-dev","","4162","0","5785","True","False"
"xkbcomp","","","xkbcomp","0","5749","5749","True","False"
"libfilezilla","","libfilezilla","","4107","0","5708","True","False"
"db-defaults","","db-defaults","","4073","0","5661","True","False"
"ddcutil","","ddcutil","","4061","0","5644","True","False"
"baloo-widgets","","baloo-widgets","","3939","0","5475","True","False"
"librtlsdr","steve-m/librtlsdr","","librtlsdr","0","5439","5439","True","False"
"kdsoap","","kdsoap","","3851","0","5352","True","False"
"volk-simd","gnuradio/volk","","volk","0","5286","5286","True","False"
"opencl-headers","","khronos-opencl-headers","","3728","0","5181","True","False"
"sysprof","","sysprof","","3629","0","5044","True","False"
"nginx:http-geoip2","leev/ngx_http_geoip2_module","libnginx-mod-http-geoip2","","3554","0","4940","True","False"
"libkcddb","","libkcddb","","3460","0","4809","True","False"
"debian:libilmbase-dev","","libilmbase-dev","","3443","0","4785","True","False"
"opencl-clhpp","KhronosGroup/OpenCL-CLHPP","khronos-opencl-clhpp","","3442","0","4784","True","False"
"rhash","","rhash","","3427","0","4763","True","False"
"qwt","","","qwt-qt5","0","4737","4737","True","False"
"openlibm","JuliaMath/openlibm","","openlibm","0","4609","4609","True","False"
"aften","","","aften","0","4523","4523","True","False"
"sendmail","","sendmail","","3203","0","4452","True","False"
"kdiagram","","kdiagram","","3181","0","4421","True","False"
"extra-cmake-modules","","kf6-extra-cmake-modules","","3178","0","4417","True","False"
"libtatsu","libimobiledevice/libtatsu","","libtatsu","0","4412","4412","True","False"
"sg3-utils","","sg3-utils","","3104","0","4314","True","False"
"tevent","","","tevent","0","4312","4312","True","False"
"libexecs","","libexecs","","3049","0","4238","True","False"
"crypto++","","libcrypto++","","3019","0","4196","True","False"
"fsverity-utils","","fsverity-utils","","3000","0","4170","True","False"
"spirv-headers","KhronosGroup/SPIRV-Headers","","spirv-headers","0","4096","4096","True","False"
"libblastrampoline","JuliaLinearAlgebra/libblastrampoline","","libblastrampoline","0","3890","3890","True","False"
"soapysdr","pothosware/SoapySDR","","soapysdr","0","3838","3838","True","False"
"cln","","cln","","2673","0","3715","True","False"
"superlu","xiaoyeli/superlu","superlu","","2565","0","3565","True","False"
"tdb","","","tdb","0","3543","3543","True","False"
"mongo-c-driver","mongodb/mongo-c-driver","mongo-c-driver","","2452","0","3408","True","False"
"soapyrtlsdr","pothosware/SoapyRTLSDR","","soapyrtlsdr","0","3402","3402","True","False"
"libptytty","","","libptytty","0","3301","3301","True","False"
"rocm-compilersupport","ROCm/ROCm-CompilerSupport","rocm-compilersupport","","2329","0","3237","True","False"
"lib2geom","","lib2geom","","2308","0","3208","True","False"
"rocm-hipamd","ROCm/clr","rocm-hipamd","","2295","0","3190","True","False"
"mlx","ml-explore/mlx","","mlx","0","3114","3114","True","False"
"libmongocrypt","mongodb/libmongocrypt","libmongocrypt","","2098","0","2916","True","False"
"zenlib","MediaArea/ZenLib","","libzen","0","2838","2838","True","False"
"roct-thunk-interface","ROCm/ROCT-Thunk-Interface","roct-thunk-interface","","2032","0","2824","True","False"
"rocr-runtime","ROCm/ROCR-Runtime","rocr-runtime","","2027","0","2817","True","False"
"gradle-completion","gradle/gradle-completion","","gradle-completion","0","2756","2756","True","False"
"glade","","glade","","1849","0","2570","True","False"
"cpu-features","google/cpu_features","","cpu_features","0","2494","2494","True","False"
"djview","","djview4","","1591","0","2211","True","False"
"recode","rrthomas/recode","recode","","1588","0","2207","True","False"
"kvazaar","ultravideo/kvazaar","kvazaar","","1548","0","2151","True","False"
"ffms2","FFMS/ffms2","ffms2","","1512","0","2101","True","True"
"nginx:http-ndk","simpl/ngx_devel_kit","libnginx-mod-http-ndk","","1409","0","1958","True","False"
"nginx:http-headers-more-filter","openresty/headers-more-nginx-module","libnginx-mod-http-headers-more-filter","","1391","0","1933","True","False"
"nginx:http-fancyindex","aperezdc/ngx-fancyindex","libnginx-mod-http-fancyindex","","1365","0","1897","True","False"
"nginx:http-lua","openresty/lua-nginx-module","libnginx-mod-http-lua","","1357","0","1886","True","False"
"btrfs-progs","","btrfs-progs","","1296","0","1801","True","False"
"nginx:http-cache-purge","FRiCKLE/ngx_cache_purge","libnginx-mod-http-cache-purge","","1291","0","1794","True","False"
"nginx:http-uploadprogress","masterzen/nginx-upload-progress-module","libnginx-mod-http-uploadprogress","","1240","0","1723","True","False"
"nginx:nchan","slact/nchan","libnginx-mod-nchan","","1228","0","1706","True","False"
"libspf2","","libspf2","","1142","0","1587","True","False"
"librelp","","librelp","","1053","0","1463","True","False"
"heimdal","","heimdal","","1050","0","1459","True","False"
"mpich","","mpich","","940","0","1306","True","False"
"ell","","ell","","936","0","1301","True","False"
"libapplewm","","","libapplewm","0","1169","1169","True","False"
"openxr","KhronosGroup/OpenXR-SDK-Source","openxr-sdk-source","","837","0","1163","True","False"
"libverto","latchset/libverto","libverto","","751","0","1043","True","False"
"hesiod","","hesiod","","742","0","1031","True","False"
"openblas64","OpenMathLib/OpenBLAS","","openblas64","0","973","973","True","False"
