"package","github_repo","git","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"openssh","","","c/c++","72811","0","98739","43258","79967","69283","True","True","False","0.00016744","D","ssh-openssh"
"screenresolution","jhford/screenresolution","https://github.com/jhford/screenresolution.git","c/c++","33574","0","64608","11158","39501","19030","True","True","False","0.00016712","D","gpl-2.0-only"
"orc","","","c/c++","69087","0","93020","36111","96135","51082","True","True","False","0.00016709","D","bsd-2-clause and bsd-3-clause"
"systemd","systemd/systemd","https://github.com/systemd/systemd.git","c/c++","72406","0","0","20132","85990","111098","True","True","True","0.00016651","D","lgpl-2.1-or-later and gpl-2.0-or-later and cc0-1.0 and lgpl-2.0-or-later and mit and mit-0 and licenseref-homebrew-public-domain and (lgpl-2.0-or-later with linux-syscall-note) and (gpl-1.0-or-later with linux-syscall-note) and (gpl-2.0-or-later with linux-syscall-note) and (gpl-2.0-only with linux-syscall-note) and (bsd-3-clause or (gpl-2.0-only with linux-syscall-note)) and (mit or (gpl-2.0-only with linux-syscall-note)) and (mit or (gpl-2.0-or-later with linux-syscall-note)) and (gpl-2.0-only or bsd-2-clause)"
"ffmpeg@6","","","c/c++","72395","0","0","0","105230","39560","True","True","False","0.00016649","D","gpl-2.0-or-later"
"node-build","nodenv/node-build","https://github.com/nodenv/node-build.git","c/c++","57793","0","113148","27284","53233","37509","True","True","False","0.00016618","D","mit"
"libsm","","","c/c++","53003","0","33304","24084","69678","84948","True","True","False","0.00016355","D","mit"
"aws-c-http","awslabs/aws-c-http","https://github.com/awslabs/aws-c-http.git","c/c++","27644","0","0","0","1920","53368","True","True","False","0.00016234","D","apache-2.0"
"aws-sam-cli","","","go","70489","0","7453","32245","134881","107380","True","False","False","0.00016211","D","apache-2.0"
"wireshark","","","c/c++","70267","0","108530","33209","64313","75016","True","True","False","0.00016159","D","gpl-2.0-or-later"
"adwaita-icon-theme","","","c/c++","69056","0","103004","25711","83577","63932","True","True","False","0.00016042","D","lgpl-3.0-or-later or cc-by-sa-3.0"
"exiftool","","","c/c++","69726","0","81648","23447","65265","108546","True","True","False","0.00016035","D","artistic-1.0-perl or gpl-1.0-or-later"
"kind","kubernetes-sigs/kind","https://github.com/kubernetes-sigs/kind.git","go","69528","0","88868","32794","81462","74988","True","False","False","0.00015989","D","apache-2.0"
"llvm@19","llvm/llvm-project","https://github.com/llvm/llvm-project.git","c/c++","68755","0","0","0","0","68755","True","True","True","0.00015812","D","apache-2.0 with llvm-exception"
"vips","libvips/libvips","https://github.com/libvips/libvips.git","c/c++","68640","0","107771","35160","73957","57675","True","True","True","0.00015785","D","lgpl-2.1-or-later"
"portaudio","","","c/c++","62688","0","77913","26969","67587","78284","True","True","False","0.00015734","D","mit"
"llvm@21","llvm/llvm-project","https://github.com/llvm/llvm-project.git","c/c++","0","0","0","0","0","0","False","True","True","0.00015712","D","apache-2.0 with llvm-exception"
"vulkan-headers","KhronosGroup/Vulkan-Headers","https://github.com/khronosgroup/vulkan-headers.git","c/c++","37458","0","10267","14865","59221","65481","True","True","False","0.00015659","D","apache-2.0"
"parallel","","","c/c++","67410","0","84324","27043","77456","80817","True","True","False","0.00015502","D","gpl-3.0-or-later"
"go-task","go-task/task","https://github.com/go-task/task.git","go","67155","0","1390","8824","140642","117764","True","False","False","0.00015444","D","mit"
"mysql@8.0","mysql/mysql-server","https://github.com/mysql/mysql-server.git","c/c++","67140","0","0","2587","77608","121227","True","True","True","0.00015440","D","gpl-2.0-only with universal-foss-exception-1.0"
"rpds-py","","","rust","15764","0","0","0","25","31504","True","False","False","0.00015356","D","mit"
"midnight-commander","","","c/c++","66679","0","117944","35906","64927","47941","True","True","False","0.00015334","D","gpl-3.0-or-later"
"swiftgen","SwiftGen/SwiftGen","https://github.com/swiftgen/swiftgen.git","c/c++","66615","0","24209","30269","97090","114892","True","True","False","0.00015320","D","mit"
"jenv","jenv/jenv","https://github.com/jenv/jenv.git","c/c++","65775","0","136805","25201","52667","48428","True","True","False","0.00015126","D","mit"
"xmlto","","https://pagure.io/xmlto/","c/c++","65496","0","232705","1437","15028","12816","True","True","False","0.00015062","D","gpl-2.0-or-later"
"protobuf-c","protobuf-c/protobuf-c","https://github.com/protobuf-c/protobuf-c.git","c/c++","57921","0","82950","26579","70314","51842","True","True","True","0.00015013","D","bsd-2-clause"
"php@8.2","","","c/c++","64720","0","0","0","76168","53273","True","True","False","0.00014884","D","php-3.01 and zend-2.0 and bsl-1.0 and mit and apache-1.0 and bcrypt-solar-designer and bsd-2-clause-darwin and bsd-2-clause and bsd-3-clause and bsd-4-clause-uc and isc and lgpl-2.1-only and lgpl-2.1-or-later and oldap-2.8 and tcl and zlib"
"elfutils","","https://sourceware.org/elfutils/ftp/0.195/elfutils-0.195.tar.bz2","c/c++","64564","0","0","25227","69981","98485","True","True","False","0.00014848","D","gpl-2.0-or-later and gpl-3.0-or-later and lgpl-2.0-only"
"postgresql@16","","","c/c++","64358","0","0","1749","94481","96846","True","True","False","0.00014801","D","postgresql"
"aws-crt-cpp","awslabs/aws-crt-cpp","https://github.com/awslabs/aws-crt-cpp.git","c/c++","45263","0","0","0","2932","87594","True","True","False","0.00014742","D","apache-2.0"
"libxt","","","c/c++","56866","0","24004","29772","85911","87779","True","True","False","0.00014708","D","mit"
"ldns","","","c/c++","43308","0","84400","23168","39336","26329","True","True","False","0.00014702","D","bsd-3-clause"
"aws-iam-authenticator","kubernetes-sigs/aws-iam-authenticator","https://github.com/kubernetes-sigs/aws-iam-authenticator.git","go","63771","0","141473","25181","48463","39970","True","False","False","0.00014666","D","apache-2.0"
"libcap","","","c/c++","55416","0","0","17039","65750","83460","True","True","False","0.00014513","D","bsd-3-clause and gpl-2.0-or-later"
"protobuf@21","protocolbuffers/protobuf","https://github.com/protocolbuffers/protobuf.git","c/c++","62866","0","0","88753","86450","13397","True","True","False","0.00014457","D","bsd-3-clause"
"aria2","aria2/aria2","https://github.com/aria2/aria2.git","c/c++","62538","0","108543","38599","45464","57549","True","True","False","0.00014382","D","gpl-2.0-or-later"
"certbot","","","c/c++","62442","0","106710","26718","61899","54444","True","True","False","0.00014360","D","apache-2.0"
"sbt","sbt/sbt","https://github.com/sbt/sbt.git","java","61593","0","110576","34523","55757","45519","True","False","False","0.00014165","D","apache-2.0"
"xctesthtmlreport","XCTestHTMLReport/XCTestHTMLReport","https://github.com/xctesthtmlreport/xctesthtmlreport.git","c/c++","61481","0","8341","13737","125269","98579","True","True","False","0.00014139","D","mit"
"r","","","c/c++","61478","0","109759","29487","56468","50198","True","True","False","0.00014138","D","gpl-2.0-or-later"
"zip","","","c/c++","61097","0","7304","26210","96348","114527","True","True","False","0.00014051","D","info-zip"
"nasm","","","c/c++","60871","0","80113","18358","70055","74960","True","True","False","0.00013999","D","bsd-2-clause"
"thrift","","","c/c++","53749","0","60195","38511","58674","57617","True","True","False","0.00013876","D","apache-2.0"
"just","casey/just","https://github.com/casey/just.git","rust","60007","0","20533","14536","65440","139520","True","False","False","0.00013800","D","cc0-1.0"
"python-tk@3.13","","","c/c++","59768","0","0","0","21270","98267","True","True","False","0.00013745","D","python-2.0"
"trivy","aquasecurity/trivy","https://github.com/aquasecurity/trivy.git","go","59690","0","20385","15305","91096","111976","True","False","False","0.00013727","D","apache-2.0"
"libgeotiff","OSGeo/libgeotiff","https://github.com/osgeo/libgeotiff.git","c/c++","56263","0","102689","23851","49915","48597","True","True","False","0.00013558","D","mit"
"lua@5.4","","","c/c++","0","0","0","0","0","0","False","True","False","0.00013550","D","mit"
"luajit-openresty","openresty/luajit2","https://github.com/openresty/luajit2.git","c/c++","58689","0","191827","21514","16067","5350","True","True","False","0.00013497","D","mit"
"zsh-syntax-highlighting","zsh-users/zsh-syntax-highlighting","https://github.com/zsh-users/zsh-syntax-highlighting.git","c/c++","58409","0","92536","22717","61162","57221","True","True","False","0.00013432","D","bsd-3-clause"
"php@8.1","","","c/c++","58032","0","55105","58489","71926","46610","True","True","False","0.00013346","D","php-3.01"
"openjdk@8","openjdk/jdk8u","https://github.com/openjdk/jdk8u.git","c/c++","57693","0","140155","27533","35730","27357","True","True","False","0.00013268","D","gpl-2.0-only"
"grpcurl","fullstorydev/grpcurl","https://github.com/fullstorydev/grpcurl.git","go","57374","0","41726","10554","61250","115967","True","False","False","0.00013194","D","mit"
"xerces-c","","","c/c++","54586","0","97156","20149","54224","46817","True","True","False","0.00013172","D","apache-2.0"
"libxslt","","","c/c++","56911","0","43894","32737","75587","75429","True","True","False","0.00013088","D","x11"
"rclone","rclone/rclone","https://github.com/rclone/rclone.git","go","56846","0","62931","19403","55386","89665","True","False","False","0.00013073","D","mit"
"attr","","","c/c++","56712","0","0","33796","69735","66607","True","True","False","0.00013042","D","gpl-2.0-or-later"
"cask","cask/cask","https://github.com/cask/cask.git","c/c++","56673","0","120664","36048","32473","37510","True","True","False","0.00013033","D","gpl-3.0-or-later"
"libxrandr","","","c/c++","52743","0","23331","27782","77434","82426","True","True","False","0.00013017","D","mit"
"glab","","https://gitlab.com/gitlab-org/cli.git","go","56585","0","12996","15733","52384","145228","True","False","False","0.00013013","D","mit"
"kafka","","","java","56410","0","112543","20531","52819","39750","True","False","False","0.00012973","D","apache-2.0"
"aws-c-s3","awslabs/aws-c-s3","https://github.com/awslabs/aws-c-s3.git","c/c++","38379","0","0","0","2866","73893","True","True","False","0.00012896","D","apache-2.0"
"tfsec","aquasecurity/tfsec","https://github.com/aquasecurity/tfsec.git","go","56012","0","42571","33298","90047","58133","True","False","False","0.00012881","D","mit"
"cups","OpenPrinting/cups","https://github.com/openprinting/cups.git","c/c++","55791","0","1029","25161","80382","116595","True","True","True","0.00012830","D","apache-2.0"
"btop","aristocratos/btop","https://github.com/aristocratos/btop.git","c/c++","55350","0","46716","7981","56709","109994","True","True","False","0.00012729","D","apache-2.0"
"mercurial","","","c/c++","55200","0","104598","30740","46802","38663","True","True","False","0.00012694","D","gpl-2.0-or-later"
"elixir","elixir-lang/elixir","https://github.com/elixir-lang/elixir.git","erlang","55191","0","83803","33200","56485","47276","True","False","False","0.00012692","D","apache-2.0"
"gitleaks","gitleaks/gitleaks","https://github.com/gitleaks/gitleaks.git","go","55146","0","28598","28794","69934","93261","True","False","False","0.00012682","D","mit"
"ruff","astral-sh/ruff","https://github.com/astral-sh/ruff.git","rust","54944","0","3302","18601","92843","105032","True","False","False","0.00012636","D","mit"
"libspatialite","","","c/c++","51893","0","78146","20191","54486","54751","True","True","False","0.00012553","D","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"librdkafka","confluentinc/librdkafka","https://github.com/confluentinc/librdkafka.git","c/c++","54354","0","110698","29300","39699","37720","True","True","False","0.00012500","D","bsd-2-clause"
"texinfo","","","c/c++","53303","0","98809","33210","43572","37622","True","True","False","0.00012462","D","gpl-3.0-or-later"
"json-glib","","","c/c++","52447","0","18984","35789","89928","65090","True","True","False","0.00012409","D","lgpl-2.1-or-later"
"putty","","","c/c++","53919","0","111769","23353","44210","36346","True","True","False","0.00012400","D","mit"
"zoxide","ajeetdsouza/zoxide","https://github.com/ajeetdsouza/zoxide.git","rust","53428","0","27653","13890","75147","97025","True","False","False","0.00012287","D","mit"
"kubectx","ahmetb/kubectx","https://github.com/ahmetb/kubectx.git","go","53246","0","95207","31121","45048","41609","True","False","False","0.00012245","D","apache-2.0"
"mesa","","","rust","49254","0","50486","12070","63521","70939","True","False","False","0.00012213","D","mit and apache-2.0 and bsd-2-clause and bsd-3-clause and bsl-1.0 and hpnd and hpnd-sell-variant and icu and mit-khronos-old and sgi-b-2.0 and licenseref-homebrew-public-domain and (gpl-1.0-or-later with linux-syscall-note) and (gpl-2.0-only with linux-syscall-note)"
"postgresql@17","","","c/c++","53069","0","0","0","14734","91404","True","True","False","0.00012204","D","postgresql"
"openvpn","","","c/c++","52891","0","77841","38889","50578","44259","True","True","False","0.00012163","D","gpl-2.0-only with openvpn-openssl-exception"
"ceres-solver","","","c/c++","48706","0","108276","18719","39029","28801","True","True","False","0.00012076","D","bsd-3-clause"
"sonar-scanner","","","java","52464","0","28996","37148","73149","70566","True","False","False","0.00012065","D","lgpl-3.0-or-later"
"libimobiledevice","libimobiledevice/libimobiledevice","https://github.com/libimobiledevice/libimobiledevice.git","c/c++","47463","0","65197","26703","50884","47068","True","True","False","0.00012060","D","lgpl-2.1-or-later"
"libraqm","HOST-Oman/libraqm","https://github.com/host-oman/libraqm.git","c/c++","43673","0","64108","19687","42909","47990","True","True","False","0.00011987","D","mit"
