repo,repo_id,repo_age_years,active_contributors_git_5y,dormant,openssf_maintained,has_issues,push_cadence_years,pushed_at,issues_opened_5y,issues_closed_5y,issue_close_ratio,issue_close_ratio_p,net_new_issues_5y,slope_opened,slope_closed,issue_trend_score,issue_trend_score_p,loc_per_ac,loc_per_ac_p,cve_per_ac,cve_per_ac_p,nni_per_ac,nni_per_ac_p,score,fetched_at
pexpect/ptyprocess,gh/24727748,11.2,9,0,0,True,4,2025-07-17T11:34:46Z,9,4,0.444,85.42,5,0.2,0.4,0.1111,22.29,183.0,37.81,0.0,78.08,0.5556,60.29,56,2026-04-27T13:18:29Z
pillarjs/encodeurl,gh/60721766,9.6,6,0,0,True,2,2026-01-03T21:33:42Z,3,3,1.0,30.64,0,0.4,0.4,,,26.1667,5.48,0.0,78.08,0.0,35.97,25,2026-04-27T13:18:29Z
pillarjs/finalhandler,gh/20547377,11.6,7,0,5,True,4,2026-04-01T00:27:07Z,9,8,0.889,45.83,1,-0.2,0.4,0.3333,5.98,170.0,36.02,0.0,78.08,0.1429,41.52,49,2026-04-27T13:18:29Z
pillarjs/iconv-lite,gh/2743221,14.1,6,0,0,True,3,2026-04-01T18:08:02Z,49,45,0.918,42.03,4,-2.0,2.9,0.5,2.91,1011.8333,80.43,0.0,78.08,0.6667,63.8,74,2026-04-27T13:18:29Z
pillarjs/parseurl,gh/17533192,11.8,5,0,0,True,5,2026-03-01T11:17:51Z,3,2,0.667,71.32,1,-0.2,-0.3,,,156.6,33.78,0.0,78.08,0.2,45.36,49,2026-04-27T13:18:29Z
pillarjs/path-to-regexp,gh/5265803,13.4,12,0,10,True,5,2026-04-01T21:17:04Z,79,82,1.038,16.42,-3,-0.4,1.4,0.1139,21.65,224.9167,42.62,0.1667,95.64,-0.25,13.24,38,2026-04-27T13:18:29Z
pillarjs/send,gh/4879977,13.5,9,0,5,True,4,2026-04-01T02:34:50Z,14,13,0.929,40.69,1,1.1,0.8,-0.1071,87.24,265.5556,47.09,0.1111,93.18,0.1111,39.93,56,2026-04-27T13:18:29Z
pkgconf/pkgconf,gh/4180110,13.7,47,0,10,True,5,2026-04-17T05:28:02Z,141,134,0.95,37.5,7,2.7,7.4,0.1667,15.35,333.5319,54.25,0.0213,84.12,0.1489,41.63,57,2026-04-27T13:18:29Z
pnggroup/libpng,gh/3768025,13.8,50,0,10,True,5,2026-04-22T18:43:14Z,190,128,0.674,67.65,62,6.4,11.6,0.1368,18.58,1812.54,87.47,0.0,78.08,1.24,80.66,82,2026-04-27T18:55:47Z
postcss/postcss,gh/13078968,12.3,99,0,10,True,5,2026-04-26T14:22:42Z,294,275,0.935,39.83,19,-15.9,-16.2,-0.0051,60.58,127.8788,29.31,0.0303,85.46,0.1919,44.12,48,2026-04-27T13:18:29Z
postcss/postcss-selector-parser,gh/36500102,10.6,17,0,0,True,5,2026-01-21T23:16:48Z,17,8,0.471,84.44,9,-0.5,-0.4,0.0294,45.56,374.3529,58.28,0.0,78.08,0.5294,59.62,65,2026-04-27T13:18:29Z
postcss/postcss-value-parser,gh/40920306,10.4,3,0,0,True,1,2026-06-05T12:08:39Z,3,2,0.667,71.32,1,-0.3,-0.2,,,947.0,79.19,0.0,78.08,0.3333,51.81,68,2026-06-28T19:52:21Z
prettier/prettier,gh/75104123,9.1,274,0,10,True,5,2026-04-21T14:00:04Z,2423,1874,0.773,59.68,549,-60.0,-42.0,0.0371,41.68,562.5839,69.24,0.0,78.08,2.0036,89.14,78,2026-04-27T13:18:30Z
primus/eventemitter3,gh/13100677,12.3,4,0,0,True,4,2026-01-19T15:02:50Z,30,19,0.633,74.26,11,-1.0,-1.2,-0.0333,69.63,419.5,60.96,0.0,78.08,2.75,91.63,76,2026-04-27T13:18:29Z
proptest-rs/proptest,gh/94702898,8.5,65,0,10,True,5,2026-04-27T07:12:02Z,140,78,0.557,78.31,62,2.5,0.9,-0.0571,76.41,565.4154,69.46,0.0,78.08,0.9538,69.68,72,2026-04-27T13:18:30Z
protobufjs/protobuf.js,gh/8507859,12.8,45,0,10,True,5,2026-04-27T12:59:36Z,300,85,0.283,89.83,215,-13.6,-3.0,0.1767,13.57,1012.3111,80.54,0.0444,87.36,4.7778,96.38,88,2026-04-27T13:03:00Z
protocolbuffers/protobuf,gh/23357588,11.3,604,0,,True,5,2026-04-27T17:07:37Z,2586,3425,1.324,6.62,-839,-44.6,-23.7,0.0404,41.2,1749.2632,87.14,0.0215,84.23,-1.3891,2.83,27,2026-04-27T18:55:48Z
psf/requests,gh/1362490,14.9,102,0,10,True,5,2026-04-27T15:08:18Z,787,818,1.039,16.05,-31,-24.0,-36.1,-0.0769,82.88,110.2745,25.95,0.0588,89.15,-0.3039,11.99,30,2026-04-27T18:55:48Z
psycopg/psycopg2,gh/7730829,12.9,34,0,6,True,5,2026-04-21T09:42:13Z,416,430,1.034,16.91,-14,-25.9,-27.1,-0.0144,64.14,1162.5588,81.77,0.0,78.08,-0.4118,9.62,39,2026-04-27T13:18:30Z
pvorb/clone,gh/2317381,14.3,1,0,0,True,1,2021-11-06T19:54:07Z,10,7,0.7,66.54,3,-0.1,0.2,0.15,16.8,971.0,79.87,0.0,78.08,3.0,94.23,84,2026-04-27T13:03:13Z
py4j/py4j,gh/1045976,15.2,18,0,0,True,5,2025-12-11T00:04:38Z,78,37,0.474,84.19,41,-2.9,-1.8,0.0705,32.47,1652.3333,86.35,0.0,78.08,2.2778,90.5,85,2026-04-27T18:55:49Z
pyasn1/pyasn1,gh/512723255,3.5,15,0,4,True,4,2026-03-17T00:53:35Z,50,24,0.48,84.07,26,2.3,1.2,-0.11,87.56,1441.0667,84.45,0.0,78.08,1.7333,85.63,83,2026-04-27T13:18:30Z
pyasn1/pyasn1-modules,gh/512723354,3.5,5,0,0,True,4,2025-05-09T05:29:48Z,4,7,1.75,2.7,-3,0.2,1.4,,,8085.8,95.3,0.0,78.08,-0.6,6.67,37,2026-04-27T13:18:30Z
pyca/bcrypt,gh/9993757,12.6,19,0,10,True,5,2026-04-25T20:43:27Z,75,70,0.933,39.95,5,0.7,1.2,0.0333,43.46,45.5263,9.96,0.0,78.08,0.2632,47.51,33,2026-04-27T13:18:30Z
pyca/cryptography,gh/11939484,12.4,152,0,10,True,5,2026-04-27T12:14:42Z,1209,1190,0.984,32.35,19,-21.3,-19.4,0.0079,52.83,673.8289,72.37,0.1053,92.95,0.125,40.84,65,2026-04-27T13:18:30Z
pyca/pynacl,gh/8350032,12.9,26,0,9,True,5,2026-04-25T21:48:09Z,80,62,0.775,59.56,18,-3.3,-3.5,-0.0125,63.17,2914.2308,92.17,0.0385,86.69,0.6923,64.71,80,2026-04-27T13:18:30Z
pyca/pyopenssl,gh/15778059,12.0,32,0,10,True,5,2026-04-24T20:23:06Z,153,145,0.948,37.62,8,-7.5,-4.6,0.0948,25.53,477.6562,65.32,0.0312,85.57,0.25,47.29,64,2026-04-27T13:18:30Z
pydantic/pydantic,gh/90194616,8.7,547,0,10,True,5,2026-04-24T07:37:12Z,4264,4025,0.944,38.24,239,130.0,141.9,0.014,50.73,359.2194,56.71,0.0037,79.64,0.4369,55.32,63,2026-04-27T13:18:30Z
pydantic/typing-inspection,gh/930576948,0.9,3,0,0,True,1,2026-01-25T11:14:12Z,6,1,0.167,92.4,5,1.2,0.2,-0.8333,99.52,741.6667,74.16,0.0,78.08,1.6667,85.07,79,2026-04-27T18:55:49Z
pygments/pygments,gh/205564111,6.3,323,0,10,True,5,2026-04-27T13:03:02Z,509,374,0.735,63.97,135,-18.1,-27.8,-0.0953,86.43,486.6966,66.0,0.0341,85.79,0.418,54.41,68,2026-04-27T13:18:30Z
pypa/distlib,gh/436970140,4.1,20,0,0,True,5,2025-07-18T07:00:31Z,80,79,0.988,31.37,1,-4.8,-5.9,-0.0688,80.45,1423.1,84.0,0.0,78.08,0.05,36.88,62,2026-04-27T13:18:30Z
pypa/packaging,gh/19837758,11.6,88,0,10,True,5,2026-04-24T19:21:54Z,262,213,0.813,54.66,49,-8.7,-6.4,0.0439,39.42,177.2273,36.91,0.0,78.08,0.5568,60.41,56,2026-04-27T13:18:30Z
pypa/pip,gh/1446467,14.8,299,0,10,True,5,2026-04-26T20:57:05Z,2367,2232,0.943,38.48,135,-112.6,-95.4,0.0363,42.49,554.9732,68.79,0.0268,85.01,0.4515,55.77,69,2026-04-27T13:18:30Z
pypa/setuptools,gh/54980593,9.8,232,0,10,True,5,2026-04-13T09:04:58Z,1097,993,0.905,43.63,104,-20.2,-25.1,-0.0223,66.07,442.056,62.75,0.0172,83.33,0.4483,55.66,66,2026-04-27T13:18:30Z
pypa/virtualenv,gh/1446474,14.8,107,0,10,True,5,2026-04-27T10:43:39Z,295,325,1.102,11.27,-30,-10.2,-4.5,0.0966,25.04,139.4766,30.98,0.0187,83.56,-0.2804,12.67,32,2026-04-27T13:18:30Z
pypa/wheel,gh/98346885,8.4,31,0,10,True,5,2026-04-22T15:50:45Z,109,117,1.073,12.87,-8,-3.0,2.2,0.2385,9.21,118.2903,27.63,0.0323,85.68,-0.2581,13.01,31,2026-04-27T13:18:30Z
pyparsing/pyparsing,gh/91262163,8.6,49,0,10,True,5,2026-04-24T20:53:27Z,230,222,0.965,35.78,8,-13.6,-13.9,-0.0065,61.39,1041.4286,80.98,0.0,78.08,0.1633,42.53,65,2026-04-27T13:18:30Z
pytest-dev/iniconfig,gh/66012563,9.4,8,0,2,True,5,2026-04-20T20:50:29Z,16,21,1.312,6.86,-5,-0.2,0.8,0.3125,6.3,105.375,25.28,0.0,78.08,-0.625,6.56,23,2026-04-27T13:18:30Z
pytest-dev/pluggy,gh/34739117,10.7,23,0,10,True,5,2026-04-20T20:54:33Z,68,39,0.574,77.7,29,-2.0,-1.3,0.0515,37.0,212.3913,40.94,0.0,78.08,1.2609,81.45,64,2026-04-27T18:55:50Z
pytest-dev/pytest,gh/37489525,10.5,412,0,10,True,5,2026-04-26T12:20:47Z,1905,1622,0.851,49.63,283,-22.0,-2.7,0.0507,37.16,254.1214,46.09,0.0,78.08,0.6869,64.25,61,2026-04-27T13:18:30Z
python-attrs/attrs,gh/29918975,10.9,102,0,10,True,5,2026-04-16T20:23:20Z,339,309,0.912,42.89,30,-7.1,-11.2,-0.0605,78.68,203.1078,40.16,0.0,78.08,0.2941,48.87,54,2026-04-27T18:55:50Z
python-cffi/cffi,gh/696427398,2.3,40,0,10,True,5,2026-04-24T10:17:25Z,99,62,0.626,75.25,37,11.0,6.4,-0.2323,95.15,1336.3,82.77,0.0,78.08,0.925,68.67,76,2026-04-27T13:18:30Z
python-greenlet/greenlet,gh/3003137,14.0,34,0,10,True,5,2026-04-27T12:18:38Z,156,143,0.917,42.4,13,-3.5,-3.8,-0.0096,62.36,464.5,64.21,0.0,78.08,0.3824,53.51,64,2026-04-27T13:18:30Z
python-hyper/brotlicffi,gh/43543393,10.2,11,0,4,True,4,2026-03-05T18:47:56Z,20,13,0.65,72.43,7,-0.2,-0.4,-0.05,74.31,166.2727,35.23,0.0,78.08,0.6364,62.78,56,2026-04-27T13:18:30Z
python-hyper/h11,gh/57372073,9.7,19,0,0,True,5,2025-04-24T23:29:20Z,22,14,0.636,74.02,8,-1.0,-0.5,0.1136,21.97,360.5789,56.94,0.0526,88.81,0.4211,54.52,65,2026-04-27T13:18:30Z
python-jsonschema/jsonschema,gh/3072629,14.0,39,0,10,True,5,2026-04-27T10:56:45Z,342,354,1.035,16.79,-12,-11.1,-15.2,-0.0599,78.35,287.0256,49.11,0.0,78.08,-0.3077,11.76,36,2026-04-27T13:18:30Z
python-jsonschema/jsonschema-specifications,gh/582755777,3.0,4,0,,True,4,2026-04-21T09:25:45Z,10,10,1.0,30.64,0,0.6,0.6,0.0,60.1,75.25,18.01,0.0,78.08,0.0,35.97,37,2026-04-27T13:18:30Z
python-jsonschema/referencing,gh/569027868,3.1,4,0,10,True,4,2026-04-27T00:24:57Z,57,43,0.754,61.52,14,3.6,3.0,-0.0526,74.8,929.75,78.75,0.0,78.08,3.5,95.02,84,2026-04-27T13:18:30Z
python-pillow/pillow,gh/5171600,13.4,153,0,10,True,5,2026-04-26T09:05:57Z,1329,1475,1.11,10.78,-146,-38.4,-57.0,-0.07,80.94,816.2026,75.95,0.3007,96.98,-0.9542,4.52,32,2026-04-27T13:18:30Z
python-poetry/tomlkit,gh/140365570,7.5,36,0,10,True,5,2026-04-27T08:22:05Z,156,167,1.071,13.24,-11,-1.5,-6.9,-0.1731,92.57,252.5,45.97,0.0,78.08,-0.3056,11.88,35,2026-04-27T18:55:50Z
python-trio/sniffio,gh/142657210,7.4,6,0,5,True,4,2026-03-06T12:22:18Z,12,6,0.5,83.21,6,-0.1,0.1,0.0833,28.27,65.5,14.88,0.0,78.08,1.0,78.17,45,2026-04-27T13:18:31Z
python/cpython,gh/81598961,8.9,2210,0,,True,5,2026-05-19T08:44:36Z,,,,,,,,,,938.8462,78.97,0.0258,84.9,,50,69,2026-05-19T11:25:44Z
python/importlib_metadata,gh/306448340,5.2,48,0,10,True,5,2026-04-13T23:42:06Z,152,154,1.013,19.0,-2,-8.9,-10.8,-0.0625,79.32,78.0625,19.35,0.0,78.08,-0.0417,18.44,30,2026-04-27T13:18:31Z
python/importlib_resources,gh/306147182,5.2,39,0,10,True,5,2026-04-13T23:37:11Z,60,62,1.033,17.28,-2,-2.4,-2.8,-0.0333,69.63,76.3077,18.46,0.0,78.08,-0.0513,18.1,30,2026-04-27T13:18:31Z
python/mypy,gh/7053637,13.1,418,0,10,True,5,2026-04-27T12:05:09Z,5829,4593,0.788,58.33,1236,-94.8,5.2,0.0858,27.14,709.9545,73.38,0.0,78.08,2.9569,92.19,81,2026-04-27T13:18:31Z
python/mypy_extensions,gh/165752308,7.0,7,0,,True,4,2025-04-22T15:04:03Z,18,16,0.889,45.83,2,1.2,1.4,0.0556,36.51,66.0,15.1,0.0,78.08,0.2857,48.76,39,2026-04-27T13:18:31Z
python/typing,gh/24604008,11.3,83,0,10,True,5,2026-04-25T13:52:37Z,341,263,0.771,59.8,78,-4.9,-14.9,-0.1466,90.31,179.5542,37.25,0.0,78.08,0.9398,69.0,59,2026-04-27T13:18:31Z
python/typing_extensions,gh/494077289,3.6,57,0,8,True,5,2026-04-06T21:55:42Z,308,294,0.955,36.52,14,16.9,17.3,0.0065,53.8,247.1754,45.3,0.0,78.08,0.2456,46.61,55,2026-04-27T13:18:31Z
python/tzdata,gh/242158882,5.9,6,0,10,True,5,2026-04-24T17:30:34Z,16,21,1.312,6.86,-5,1.5,1.7,0.0625,34.89,131.5,29.75,0.0,78.08,-0.8333,4.86,22,2026-04-27T13:18:31Z
qix-/color-convert,gh/1874305,14.6,6,0,0,True,4,2025-11-14T18:26:51Z,24,22,0.917,42.4,2,1.3,1.1,-0.0417,71.57,310.6667,51.79,0.1667,95.64,0.3333,51.81,64,2026-04-27T13:18:31Z
qix-/node-error-ex,gh/41388258,10.4,1,0,0,True,1,2025-09-15T14:56:37Z,4,4,1.0,30.64,0,0.8,0.8,,,295.0,50.0,1.0,99.78,0.0,35.97,56,2026-04-27T13:18:31Z
qix-/node-is-arrayish,gh/41376759,10.4,1,0,0,True,1,2025-09-13T16:43:12Z,2,2,1.0,30.64,0,0.4,0.4,,,31.0,6.82,1.0,99.78,0.0,35.97,29,2026-04-27T13:18:31Z
radix-ui/primitives,gh/273499522,5.5,82,0,0,True,5,2026-02-13T17:32:48Z,1686,1082,0.642,73.28,604,-1.5,-21.1,-0.0581,77.22,555.5122,68.9,0.0,78.08,7.3659,98.08,81,2026-04-27T13:18:31Z
raszi/node-tmp,gh/2313213,14.3,7,0,0,True,5,2026-01-21T23:03:12Z,22,31,1.409,5.15,-9,-0.7,-1.1,-0.0909,85.62,346.2857,55.59,0.1429,94.85,-1.2857,3.28,26,2026-04-27T13:18:31Z
raynos/for-each,gh/6006855,13.3,2,0,0,True,3,2025-02-11T06:55:57Z,1,1,1.0,30.64,0,0.1,0.1,,,146.5,32.55,0.0,78.08,0.0,35.97,45,2026-04-27T13:18:31Z
raynos/function-bind,gh/10727014,12.5,2,0,0,True,2,2023-10-12T19:08:08Z,1,0,0.0,100.0,1,0.0,0.0,,,170.5,36.13,0.0,78.08,0.5,59.28,55,2026-04-27T13:18:31Z
rayon-rs/either,gh/42479602,10.3,20,0,0,True,5,2025-11-04T21:55:00Z,23,19,0.826,53.31,4,-0.4,0.3,0.1522,16.32,103.95,24.94,0.0,78.08,0.2,45.36,45,2026-04-27T13:18:31Z
rayon-rs/rayon,gh/24725038,11.2,47,0,10,True,5,2026-04-23T20:07:00Z,241,156,0.647,72.92,85,-6.4,-3.5,0.0602,35.54,881.7447,77.52,0.0,78.08,1.8085,86.09,80,2026-04-27T13:18:31Z
react/create-react-app,gh/63537249,9.5,74,0,0,True,5,2025-02-15T01:32:11Z,1817,686,0.378,86.52,1131,-187.2,-88.2,0.2724,7.75,1348.0541,83.11,0.0135,81.77,15.2838,99.43,88,2026-07-05T12:51:54Z
react/metro,gh/76504246,9.0,155,0,10,True,5,2026-06-28T16:55:57Z,409,235,0.575,77.45,174,8.5,3.7,-0.0587,77.38,750.0968,74.38,0.0,78.08,1.1226,79.3,77,2026-06-28T19:52:22Z
react/react,gh/10270250,12.6,368,0,10,True,5,2026-07-02T21:59:20Z,4389,4078,0.929,40.69,311,-57.0,19.0,0.0866,26.98,1955.8723,88.26,0.0027,79.08,0.8451,67.76,78,2026-07-05T12:51:54Z
reactivex/rxjs,gh/32247847,10.8,124,0,0,True,5,2025-02-23T20:54:32Z,399,499,1.251,7.35,-100,-45.2,-72.2,-0.3383,96.93,798.3468,75.62,0.0,78.08,-0.8065,4.98,31,2026-04-27T13:18:31Z
realpython/pytest-mypy,gh/69576530,9.3,2,0,0,True,5,2025-04-02T19:30:36Z,33,34,1.03,17.52,-1,-1.4,-0.5,0.1364,18.9,590.0,70.47,0.0,78.08,-0.5,8.6,36,2026-04-27T13:18:31Z
remix-run/react-router,gh/19872456,11.6,584,0,10,True,5,2026-04-24T15:36:55Z,2530,2457,0.971,34.68,73,13.9,20.4,0.0128,51.37,313.4932,52.35,0.0034,79.42,0.125,40.84,55,2026-04-27T13:18:31Z
remusao/tldts,gh/97631656,8.5,4,0,10,True,5,2026-04-24T20:49:25Z,39,32,0.821,53.68,7,2.1,1.4,-0.0897,85.14,1036.5,80.87,0.0,78.08,1.75,85.75,82,2026-04-27T13:18:31Z
requests/requests-oauthlib,gh/6825724,13.1,20,0,0,True,5,2025-06-18T06:42:02Z,65,41,0.631,74.39,24,-3.3,-2.0,0.1,24.72,169.6,35.91,0.0,78.08,1.2,80.09,61,2026-04-27T13:18:31Z
requests/toolbelt,gh/15515181,12.0,16,0,0,True,5,2025-01-09T01:04:53Z,47,30,0.638,73.53,17,-1.3,-0.9,0.0426,40.23,422.3125,61.19,0.0,78.08,1.0625,78.73,72,2026-04-27T13:18:31Z
retep998/winapi-rs,gh/23853482,11.3,1,0,0,True,1,2024-04-27T20:28:44Z,70,24,0.343,87.38,46,-6.3,-1.6,0.3357,4.85,200727.0,99.89,0.0,78.08,46.0,99.89,92,2026-04-27T13:18:31Z
rich-harris/estree-walker,gh/33668779,10.7,4,0,0,True,4,2025-09-07T19:57:21Z,9,4,0.444,85.42,5,-0.4,-0.3,0.0556,36.51,295.25,50.22,0.0,78.08,1.25,81.33,68,2026-04-27T13:18:31Z
rich-harris/magic-string,gh/26143240,11.2,32,0,0,True,5,2025-10-24T00:59:09Z,44,31,0.705,66.3,13,-0.5,0.5,0.1136,21.97,208.125,40.49,0.0,78.08,0.4062,54.3,56,2026-04-27T13:18:31Z
rob--w/proxy-from-env,gh/52038793,9.9,1,0,10,True,2,2026-03-14T18:24:35Z,10,2,0.2,91.54,8,0.6,0.3,-0.15,90.95,598.0,70.81,0.0,78.08,8.0,98.42,82,2026-04-27T13:18:31Z
rogdham/backports.zstd,gh/977687927,0.7,2,0,5,True,1,2026-04-10T17:28:25Z,6,5,0.833,52.94,1,1.2,1.0,-0.1667,92.25,16503.5,97.43,0.0,78.08,0.5,59.28,77,2026-04-27T18:55:52Z
rollup/plugins,gh/203607977,6.4,157,0,10,True,5,2026-03-12T15:49:55Z,647,680,1.051,14.46,-33,-37.2,-34.4,0.0216,47.98,194.3694,38.93,0.0,78.08,-0.2102,13.8,35,2026-04-27T13:18:32Z
ronaldoussoren/pyobjc,gh/243933900,5.8,10,0,,True,5,2026-03-16T19:47:03Z,300,262,0.873,47.79,38,-14.1,-11.9,0.0367,42.33,93833.7,99.44,0.0,78.08,3.8,95.14,90,2026-04-27T18:55:52Z
rust-cli/anstyle,gh/493821282,3.6,25,0,10,True,5,2026-04-16T22:17:01Z,45,34,0.756,61.27,11,1.8,1.8,0.0,60.1,460.88,63.87,0.04,87.14,0.44,55.43,68,2026-04-27T13:18:32Z
rust-cli/env_logger,gh/96382888,8.5,26,0,10,True,5,2026-04-17T02:12:30Z,71,53,0.746,63.11,18,0.3,0.9,0.0423,40.39,182.6538,37.7,0.0,78.08,0.6923,64.71,58,2026-04-27T13:18:32Z
rust-embedded/critical-section,gh/365854323,4.6,13,0,0,True,5,2025-07-29T18:49:03Z,20,18,0.9,44.36,2,0.0,-0.1,-0.025,66.88,49.9231,11.07,0.0,78.08,0.1538,41.97,33,2026-04-27T13:18:32Z
rust-fuzz/arbitrary,gh/90591032,8.6,53,0,1,True,5,2026-03-13T16:30:37Z,55,40,0.727,64.58,15,0.0,-0.8,-0.0727,82.23,93.6981,22.82,0.0,78.08,0.283,48.19,44,2026-04-27T13:18:32Z
rust-itertools/itertools,gh/22360263,11.4,93,0,10,True,5,2026-04-18T11:42:00Z,216,154,0.713,66.05,62,1.0,5.0,0.0926,26.01,244.5269,44.97,0.0,78.08,0.6667,63.8,61,2026-04-27T13:18:32Z
rust-lang-nursery/lazy-static.rs,gh/21157492,11.5,14,0,0,True,5,2025-01-29T15:31:06Z,23,13,0.565,78.06,10,-0.7,-0.9,-0.0435,72.05,39.4286,8.5,0.0,78.08,0.7143,65.38,35,2026-04-27T13:18:32Z
rust-lang/cc-rs,gh/26039547,11.2,162,0,10,True,5,2026-04-27T03:17:09Z,326,234,0.718,65.44,92,15.3,14.2,-0.0169,65.11,84.6049,20.92,0.0062,80.09,0.5679,60.63,47,2026-04-27T13:18:32Z
rust-lang/cfg-if,gh/38723660,10.5,8,0,0,True,5,2025-11-26T18:13:26Z,18,16,0.889,45.83,2,-1.1,-0.3,0.2222,10.18,28.5,6.04,0.0,78.08,0.25,47.29,28,2026-04-27T13:18:32Z
rust-lang/compiler-builtins,gh/65153793,9.4,117,0,10,True,5,2026-04-27T07:22:11Z,104,107,1.029,17.65,-3,2.9,3.9,0.0481,38.29,422.547,61.3,0.0,78.08,-0.0256,18.67,45,2026-04-27T13:18:32Z
rust-lang/flate2-rs,gh/21954009,11.5,49,0,10,True,5,2026-03-15T03:29:45Z,97,88,0.907,43.5,9,-0.4,0.7,0.0567,36.03,156.8163,33.89,0.0,78.08,0.1837,43.67,49,2026-04-27T13:18:32Z
rust-lang/futures-rs,gh/55077261,9.8,101,0,10,True,5,2026-04-12T02:42:02Z,251,170,0.677,67.52,81,-9.4,-11.3,-0.0378,70.6,452.1386,63.42,0.0396,86.91,0.802,67.08,72,2026-04-27T13:18:32Z
rust-lang/glob,gh/23241722,11.4,15,0,0,True,5,2025-12-02T07:12:14Z,32,23,0.719,65.2,9,1.6,0.5,-0.1719,92.41,133.3333,30.09,0.0,78.08,0.6,61.76,53,2026-04-27T13:18:32Z
rust-lang/hashbrown,gh/155119796,7.2,87,0,10,True,5,2026-04-20T23:47:46Z,137,83,0.606,75.86,54,-0.5,0.6,0.0401,41.36,285.3793,48.77,0.0115,81.54,0.6207,62.22,63,2026-04-27T13:18:32Z
rust-lang/libc,gh/29197565,11.0,427,0,10,True,5,2026-04-27T11:36:58Z,360,296,0.822,53.43,64,7.0,4.1,-0.0403,71.08,325.7307,53.69,0.0,78.08,0.1499,41.74,56,2026-04-27T13:18:32Z
rust-lang/libz-sys,gh/26042019,11.2,29,0,10,True,5,2026-04-13T07:58:08Z,61,41,0.672,67.89,20,0.1,0.0,-0.0082,61.87,46.069,10.18,0.0,78.08,0.6897,64.37,37,2026-04-27T13:18:32Z
rust-lang/log,gh/27974762,11.0,51,0,6,True,5,2026-04-14T06:36:04Z,118,121,1.025,18.01,-3,-0.3,-1.9,-0.0678,80.29,121.6471,28.41,0.0,78.08,-0.0588,17.87,34,2026-04-27T13:18:32Z
rust-lang/pkg-config-rs,gh/26042035,11.2,20,0,4,True,5,2026-04-24T07:27:36Z,27,13,0.481,83.95,14,0.3,0.0,-0.0556,76.09,76.1,18.34,0.0,78.08,0.7,65.16,45,2026-04-27T13:18:32Z
rust-lang/regex,gh/27890669,11.1,72,0,10,True,5,2026-02-24T15:41:12Z,222,231,1.041,15.56,-9,-2.6,-2.1,0.0113,51.7,2228.9028,90.27,0.0139,82.1,-0.125,16.4,50,2026-04-27T13:18:32Z
rust-lang/rust,gh/724712,15.5,3874,0,,True,5,2026-04-27T13:18:31Z,23496,18834,0.802,55.88,4662,74.8,164.7,0.0191,48.95,941.6897,79.08,0.0,78.08,1.2034,80.2,79,2026-04-27T13:18:32Z
rust-num/num-traits,gh/114705611,8.0,27,0,2,True,5,2025-06-17T21:40:09Z,84,46,0.548,78.55,38,-0.7,0.1,0.0476,38.45,325.4444,53.58,0.0,78.08,1.4074,83.03,70,2026-04-27T13:18:32Z
rust-phf/rust-phf,gh/15992970,12.0,32,0,10,True,5,2026-04-18T06:38:16Z,48,46,0.958,36.27,2,0.0,-0.6,-0.0625,79.32,141.625,31.32,0.0,78.08,0.0625,37.44,45,2026-04-27T13:18:32Z
rust-random/getrandom,gh/166545969,6.9,44,0,10,True,5,2026-04-20T18:34:23Z,138,135,0.978,33.33,3,2.7,5.0,0.0833,28.27,67.2727,15.66,0.0,78.08,0.0682,37.56,36,2026-04-27T13:18:32Z
rust-random/rand,gh/30227790,10.9,94,0,10,True,5,2026-04-25T11:14:00Z,225,246,1.093,11.76,-21,3.4,7.5,0.0911,26.17,145.4362,32.21,0.0106,81.32,-0.2234,13.46,33,2026-04-27T13:18:32Z
rust-random/rand_core,gh/1086593277,0.2,26,0,10,True,5,2026-04-13T15:09:28Z,3,1,0.333,88.85,2,0.6,0.2,,,49.3077,10.85,0.0769,90.72,0.0769,38.12,33,2026-04-27T13:18:32Z
rust-random/rngs,gh/209510094,6.3,15,0,10,True,5,2026-04-26T19:50:06Z,16,12,0.75,62.87,4,0.1,-0.3,-0.125,89.01,417.2667,60.85,0.0,78.08,0.2667,47.62,61,2026-04-27T13:18:32Z
rustcrypto/formats,gh/406051759,4.3,96,0,10,True,5,2026-04-25T22:35:35Z,280,235,0.839,51.47,45,9.9,14.2,0.0768,30.53,797.6979,75.5,0.0,78.08,0.4688,56.45,69,2026-04-27T13:18:32Z
rustcrypto/hashes,gh/74106774,9.1,62,0,10,True,5,2026-04-24T17:19:02Z,110,119,1.082,12.38,-9,-4.4,-3.3,0.05,37.64,334.2419,54.36,0.0484,88.14,-0.1452,15.05,42,2026-04-27T13:18:32Z
rustcrypto/stream-ciphers,gh/83051505,8.8,17,0,10,True,5,2026-04-27T12:44:47Z,36,35,0.972,34.56,1,2.3,2.0,-0.0417,71.57,331.1176,54.14,0.0588,89.15,0.0588,37.33,56,2026-04-27T13:18:32Z
rustcrypto/traits,gh/85605821,8.8,51,0,10,True,5,2026-04-27T12:17:45Z,195,176,0.903,43.87,19,1.6,1.0,-0.0154,64.3,271.9412,48.1,0.0,78.08,0.3725,52.94,58,2026-04-27T13:18:32Z
